custom_id,error,model,Q1,Q2,Q3,Q4,in_actual
samples_table_GSE52717.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: The dataset description and sample annotations do not mention any patient-specific survival time or status variables such as overall survival (OS), progression-free survival (PFS), or recurrence-free survival (RFS). | justification: The dataset appears to be RNA profiling data from patient-derived xenografts and cell lines without any survival outcome data provided.",No | stage i evidence: No information on patient stage distribution is provided in the dataset description or sample annotations. | act evidence: There is no explicit annotation or mention of adjuvant chemotherapy (ACT) in the dataset or sample metadata. | justification: The dataset lacks any clinical annotation regarding stage I patient proportion or ACT status.,"meets survival criterion: No | meets stage or act criterion: No | justification: The dataset does not include patient-specific survival variables, nor does it provide information on stage I patient proportion or ACT annotation, thus failing both inclusion criteria.",No,False
samples_table_GSE171702.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: The dataset description and sample data do not mention any patient-specific variables for survival time or survival status such as overall survival (OS), progression-free survival (PFS), or recurrence-free survival (RFS). | justification: Survival data variables are not present or described in the dataset; only clinical and histological data are provided.","No | stage i evidence: Among the listed patients, only one patient (GSM5231067) is stage 1A, which is less than 50% of the total sample size (~32 patients). | act evidence: There is no mention or annotation of adjuvant chemotherapy (ACT) in the dataset or description. | justification: The dataset does not have a majority (>50%) of stage I patients, nor does it include explicit ACT annotation.","meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient-specific survival time and status variables, and does not meet the criterion of having at least 50% stage I patients or explicit ACT annotation. Therefore, it does not meet the inclusion criteria.",No,False
samples_table_GSE18346.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: The dataset description and sample annotations indicate paired normal and tumor lung tissue samples from diagnostic NSCLC patients, but no patient-specific survival time or status variables are provided. | justification: The dataset focuses on alternative splicing analysis comparing tumor and normal tissue samples without any survival outcome data or variables.","Unclear | stage i evidence: No explicit information on patient stage distribution is provided in the dataset description or sample annotations. | act evidence: No explicit adjuvant chemotherapy annotation is present in the dataset or metadata. | justification: The dataset lacks any clinical annotation regarding stage or adjuvant chemotherapy status, so it is not possible to determine if >50% are stage I or if ACT annotation exists.","meets survival criterion: No | meets stage or act criterion: Unclear | justification: The dataset does not include patient-specific survival variables, which is a mandatory inclusion criterion. Additionally, there is no information on stage I composition or ACT annotation, so the second criterion cannot be confirmed.",No,False
samples_table_GSE26241.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: Dataset consists of gene expression data from A549 cell lines treated with TGFbeta or siRNA; no patient-specific survival time or status variables are present. | justification: The dataset is based on in vitro cell line experiments, not patient clinical data, so survival variables are not applicable.","No | stage i evidence: No patient data or staging information is provided; dataset is from cell lines, not patients. | act evidence: No adjuvant chemotherapy annotation is present; dataset is experimental cell line data. | justification: The dataset does not include any patient clinical information, staging, or treatment annotation.",meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient-specific survival data and clinical annotations required for inclusion; it is an experimental cell line gene expression dataset.,No,False
samples_table_GSE136932.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: Dataset includes gene expression data from NSCLC cell lines treated with Pirfenidone, with no patient-specific survival time or status variables. | justification: The dataset is based on in vitro cell line experiments, not patient clinical data, so survival variables are not present.","No | stage i evidence: No patient data or staging information is provided; dataset is from cell lines. | act evidence: No adjuvant chemotherapy annotation is present; dataset involves drug treatment of cell lines, not patient treatment data. | justification: The dataset does not include any patient clinical characteristics or treatment annotations.",meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient-specific survival data and clinical annotations required for inclusion; it is an experimental cell line study.,No,False
samples_table_GSE184414.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: The dataset contains gene expression data from NSCLC cell lines (A549) before and after berberine treatment, with no patient-specific survival time or status variables. | justification: The data is from cell lines, not patient samples, so no survival variables are present.",No | stage i evidence: No patient data or staging information is provided; dataset is from cell lines. | act evidence: No adjuvant chemotherapy annotation is present; dataset is experimental cell line data. | justification: The dataset does not include patient clinical data or annotations relevant to stage or ACT.,meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient-specific survival data and clinical annotations required for inclusion.,No,False
samples_table_GSE229302.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: The dataset includes 'Status after 5 years' with values 'Alive' or 'Dead', but does not provide patient-specific survival time variables such as overall survival time or progression-free survival time. | justification: Presence of survival status alone without survival time does not meet the criterion requiring both survival status and survival time variables.","No | stage i evidence: Among 6 samples, only 2 have Stage IB, which is less than 50% of the total samples. | act evidence: No explicit adjuvant chemotherapy annotation is provided in the dataset. | justification: The dataset does not have a majority (>50%) of Stage I patients nor explicit ACT annotation.","meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient-specific survival time variables and does not meet the stage I or ACT criteria; therefore, it does not meet the inclusion criteria.",No,False
samples_table_GSE115456.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: The dataset consists of gene expression profiles of NSCLC cell lines treated with various substances; no patient-specific survival time or status variables are present. | justification: The data is from cell lines, not patient samples, and contains no survival or clinical outcome variables.","No | stage i evidence: Not applicable as the dataset is from cell lines, not patient samples with clinical staging. | act evidence: No explicit adjuvant chemotherapy annotation is present; treatments are experimental substances applied to cell lines. | justification: The dataset does not include patient clinical data or annotations related to stage I disease or adjuvant chemotherapy.","meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient-specific survival data and clinical annotations required for inclusion; it is an experimental cell line study, not a clinical cohort.",No,False
samples_table_GSE23066.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: Dataset includes gene expression profiles of fibroblasts from NSCLC and normal tissue, no patient-specific survival time or status variables are provided. | justification: The dataset focuses on gene expression of mesenchymal stem cells and fibroblasts, not on clinical survival data.",No | stage i evidence: No information on patient stage distribution is provided. | act evidence: No explicit adjuvant chemotherapy annotation is present. | justification: The dataset description and metadata do not include any clinical staging or treatment annotation.,meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient-specific survival variables and does not meet the stage I or adjuvant chemotherapy criteria.,No,False
samples_table_GSE136933.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: Dataset consists of transcriptome analysis of NSCLC cell lines treated with Pirfenidone; no patient-specific survival time or status variables are present. | justification: The dataset is based on cell line experiments, not patient clinical data, so survival variables are not applicable.","No | stage i evidence: No patient data or staging information is provided; dataset is from cell lines. | act evidence: No adjuvant chemotherapy annotation is present; dataset involves drug treatment of cell lines, not patient treatment data. | justification: No clinical patient data or annotations related to stage or adjuvant chemotherapy exist in this dataset.",meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient-specific survival data and clinical annotations required for inclusion; it is an experimental cell line study.,No,False
samples_table_GSE32989.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: Dataset consists of NSCLC cell lines with no patient-specific survival time or status variables provided. | justification: The dataset includes gene expression data from lung cancer cell lines, not from patient samples with survival outcomes.","No | stage i evidence: Not applicable as dataset is cell lines, not patient samples with clinical staging. | act evidence: No explicit adjuvant chemotherapy annotation present in the dataset. | justification: The dataset is composed of cell lines without clinical stage or treatment annotation.","meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient-specific survival data and does not include clinical stage or adjuvant chemotherapy information, thus does not meet inclusion criteria.",No,False
samples_table_GSE49644.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: Dataset consists of gene expression profiles of NSCLC cell lines before and after EMT induction; no patient-specific survival time or status variables are present. | justification: The dataset is based on cell lines, not patient samples, and does not include survival data variables such as overall survival or progression-free survival.","No | stage i evidence: No patient data or staging information is provided; dataset is from cell lines, not patients. | act evidence: No adjuvant chemotherapy annotation is present or applicable to cell lines. | justification: Since the dataset is from cell lines, there is no patient stage or treatment annotation.","meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient-specific survival data and does not include patient stage or adjuvant chemotherapy information, as it is based on NSCLC cell lines rather than clinical patient samples.",No,False
samples_table_GSE222124.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: Dataset consists of gene expression data from cell lines (Jurkat, THP1, KHYG-1) treated with glycodelin; no patient-specific survival time or status variables are present. | justification: The dataset is based on cell lines, not patient samples, and does not include any survival data variables such as overall survival or progression-free survival.","No | stage i evidence: No information on patient stage I NSCLC composition is provided; dataset is from cell lines, not patients. | act evidence: No explicit adjuvant chemotherapy annotation is present; dataset involves cell line treatments, not patient treatment data. | justification: The dataset does not include patient clinical data or annotations related to stage or adjuvant chemotherapy.",meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient-specific survival variables and does not include patient clinical stage or adjuvant chemotherapy information; it is based on cell line experiments unrelated to patient clinical data.,No,False
samples_table_GSE77209.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: The dataset includes variables such as treatment cycles, histology, age, gender, race, smoking status, and pack-years, but no patient-specific survival time or survival status variables (e.g., overall survival or progression-free survival) are present. | justification: No survival time or status variables are provided in the dataset; only treatment and demographic data are included.","No | stage i evidence: No information on cancer stage is provided in the dataset or description. | act evidence: While treatment with paclitaxel+carboplatin is annotated, this is a preclinical model dataset with cell lines and xenografts, not patient data, so adjuvant chemotherapy annotation is not applicable. | justification: The dataset represents preclinical models (cell lines and xenografts) rather than clinical patient samples, so stage I status or adjuvant chemotherapy annotation in patients is not applicable.","meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient-specific survival data and does not include clinical stage or adjuvant chemotherapy annotation for patients. It is a preclinical study dataset, thus does not meet inclusion criteria.",No,False
samples_table_GSE197109.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: Dataset consists of transcriptome data from 15 NSCLC cell lines; no patient-specific survival time or status variables are present. | justification: The dataset is based on cell lines, not patient samples, so survival data variables are not applicable.","No | stage i evidence: Not applicable; dataset is cell lines, not patient samples with clinical staging. | act evidence: No explicit adjuvant chemotherapy annotation present. | justification: Since the dataset is from cell lines, clinical stage or treatment annotation is not available.",meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient-specific survival data and clinical annotations required for inclusion.,No,False
samples_table_GSE175601.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: The dataset description and sample annotations do not mention any patient-specific survival time or survival status variables such as overall survival (OS), progression-free survival (PFS), or recurrence-free survival (RFS). | justification: The dataset focuses on gene expression differences related to bone metastasis status but lacks any survival outcome data at the patient level.","No | stage i evidence: No information is provided about the stage distribution of patients, including Stage I NSCLC. | act evidence: There is no explicit annotation or mention of adjuvant chemotherapy (ACT) status for any patients in the dataset. | justification: The dataset only distinguishes samples by presence or absence of bone metastasis, without stage or treatment annotation.",meets survival criterion: No | meets stage or act criterion: No | justification: The dataset does not meet the inclusion criteria because it lacks patient-specific survival variables and does not provide information on stage I patient proportion or adjuvant chemotherapy annotation.,No,False
samples_table_GSE209983.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: Dataset consists of gene expression data from mouse xenograft tumor samples without any patient-specific survival time or status variables. | justification: The dataset is derived from engineered human NSCLC cells in a mouse xenograft model, not from human patients, and does not include survival data.","No | stage i evidence: No information on patient stage; dataset is from mouse xenograft model, not human patients. | act evidence: No explicit adjuvant chemotherapy annotation present. | justification: Since the dataset is from a mouse xenograft model, there is no patient stage or treatment annotation.","meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient-specific survival data and does not include human patient stage or treatment information, thus failing both inclusion criteria.",No,False
samples_table_GSE203510.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: The dataset includes variables such as MSC status and disease state but does not include patient-specific survival time or survival status variables (e.g., overall survival or progression-free survival). | justification: The dataset focuses on circulating microRNA expression and MSC risk levels without any survival time or status data.","No | stage i evidence: No information on patient stage, including Stage I, is provided in the dataset or description. | act evidence: No explicit adjuvant chemotherapy annotation is present in the dataset or description. | justification: The dataset lacks any data on cancer stage or adjuvant chemotherapy status.","meets survival criterion: No | meets stage or act criterion: No | justification: The dataset does not contain patient-specific survival variables nor does it have at least 50% Stage I patients or adjuvant chemotherapy annotation, thus failing both inclusion criteria.",No,False
samples_table_GSE33072.csv,,gpt-4.1-mini-2025-04-14,"Yes | evidence: Columns include 'progression-free survival status' and 'progression-free survival time (months)' for individual patients. | justification: The dataset contains patient-specific variables for progression-free survival status and time, meeting the survival data criterion.","No | stage i evidence: Most patients have advanced stages such as IV, IIIB, IIIA; only one patient is noted as IB, which is less than 50%. | act evidence: No explicit adjuvant chemotherapy annotation is present in the dataset. | justification: The dataset does not have a majority (>50%) of stage I patients, nor explicit adjuvant chemotherapy annotation.","meets survival criterion: Yes | meets stage or act criterion: No | justification: While the dataset includes patient-specific survival data, it lacks the required majority of stage I patients or adjuvant chemotherapy annotation, thus does not meet all inclusion criteria.",No,False
samples_table_GSE47056.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: Dataset consists of microRNA expression data from A549 lung adenocarcinoma cell lines with high and low invasive properties; no patient-specific survival time or status variables are mentioned. | justification: The dataset is based on cell line experiments, not patient clinical data, so survival variables are not present.",No | justification: No patient data or clinical staging or adjuvant chemotherapy annotation is provided; dataset is from cell lines only.,meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient-specific survival data and clinical annotations required for inclusion.,No,False
samples_table_GSE69630.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: The dataset consists of cell line samples (A549 lung cancer cells and Nuli-1 normal lung epithelial cells) with various knockdown or overexpression conditions; no patient-specific survival time or status variables are present. | justification: The data is from in vitro cell line experiments, not patient clinical data, so survival variables are not applicable.",No | stage i evidence: No information on patient stage I NSCLC composition is provided. | act evidence: No explicit adjuvant chemotherapy annotation is present in the dataset or description. | justification: The dataset does not include patient clinical data or annotations related to stage or adjuvant chemotherapy.,meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient-specific survival data and does not meet the criteria of having majority stage I patients or adjuvant chemotherapy annotation; it is an experimental cell line dataset.,No,False
samples_table_GSE21933.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: The dataset provides gene expression profiles and clinical variables such as histology, stage, sex, and age, but does not include patient-specific survival time or survival status variables. | justification: No survival time or survival status variables (e.g., overall survival or progression-free survival) are present in the dataset or description.","No | stage i evidence: Among 21 patients, only 5 have Stage I (IA or IB) NSCLC, which is less than 50%. | act evidence: No explicit adjuvant chemotherapy annotation is provided in the dataset or description. | justification: The dataset does not meet the criterion of having at least 50% Stage I patients nor does it have explicit ACT annotation.","meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient-specific survival data and does not meet the stage I or ACT criteria; therefore, it does not satisfy the inclusion criteria.",No,False
samples_table_GSE121682.csv,,gpt-4.1-mini-2025-04-14,No | evidence: The dataset consists of cell line treatment conditions and time points without any patient-specific survival status or survival time variables. | justification: The data is from prostate carcinoma cell lines treated with olaparib and does not include any clinical patient survival data.,"No | stage i evidence: No information on patient stage I NSCLC composition is provided. | act evidence: No explicit adjuvant chemotherapy annotation is present; dataset involves cell line treatments, not patient treatments. | justification: The dataset is experimental cell line data, not clinical patient data with staging or chemotherapy annotations.","meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient-specific survival data and does not include clinical NSCLC patient stage or adjuvant chemotherapy information, thus failing both inclusion criteria.",No,False
samples_table_GSE17073.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: The dataset consists of gene expression data from in vitro human lung carcinogenesis cell lines, including normal, immortalized, transformed, and tumorigenic bronchial epithelial cells, with no patient-specific survival time or status variables. | justification: The data is from cell lines in vitro, not from clinical patient samples, so no survival variables are present.","No | justification: The dataset does not include clinical patient data, so there is no information on stage I patient proportion or adjuvant chemotherapy annotation.","meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient-specific survival data and clinical annotations required for inclusion, as it is based on in vitro cell line models rather than clinical NSCLC patient samples.",No,False
samples_table_GSE188406.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: Dataset consists of gene expression microarray data from ALK-rearranged NSCLC cell lines treated with ALK-TKIs; no patient-specific survival time or status variables are present. | justification: The dataset is derived from cell line experiments, not patient clinical data, thus lacks survival variables.","No | stage i evidence: Not applicable; no patient data or staging information provided. | act evidence: No explicit adjuvant chemotherapy annotation; dataset involves drug treatment of cell lines, not patient treatment records. | justification: Dataset does not include patient clinical characteristics or treatment annotations relevant to inclusion criteria.",meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient-specific survival data and clinical annotations such as stage or adjuvant chemotherapy; it is a cell line experimental dataset and does not meet inclusion criteria.,No,False
samples_table_GSE94393.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: Dataset consists of gene expression data from A549 NSCLC cell lines with KEAP1 overexpression and NRF2 siRNA knockdown; no patient data or survival variables are mentioned. | justification: The dataset is derived from in vitro cell line experiments, not from patient samples, so it lacks patient-specific survival time or status variables.","No | stage i evidence: No patient data or clinical staging information is provided; dataset is from cell lines, not patients. | act evidence: No adjuvant chemotherapy annotation is present as this is a cell line study. | justification: Since the dataset is from cell lines, it does not include any clinical stage or treatment annotation.","meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient-specific survival data and clinical annotations required for inclusion; it is an experimental cell line dataset, not clinical patient data.",No,False
samples_table_GSE44617.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: The dataset consists of gene expression data from NSCLC cell lines (A549 and H1650) under various treatments, with no mention of patient-specific survival time or status variables. | justification: The data is from cell line experiments, not patient clinical data, so survival variables are not present.",No | stage i evidence: No patient data or staging information is provided; the dataset is based on cell lines. | act evidence: No adjuvant chemotherapy annotation is present; dataset involves experimental treatments on cell lines. | justification: The dataset does not include any patient cohort or clinical annotations relevant to stage or chemotherapy.,"meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient-specific survival data and clinical annotations for stage or adjuvant chemotherapy, thus does not meet inclusion criteria.",No,False
samples_table_GSE136934.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: Dataset consists of transcriptome analysis of NSCLC cell lines treated with Pirfenidone; no patient-specific survival time or status variables are present. | justification: The dataset is based on cell line experiments, not patient clinical data, so survival variables are not applicable.",No | stage i evidence: No patient data or staging information is provided; dataset is from cell lines. | act evidence: No adjuvant chemotherapy annotation is present; dataset is experimental treatment on cell lines. | justification: No clinical patient data or annotations related to stage or chemotherapy are included.,meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient-specific survival data and clinical annotations required for inclusion; it is an experimental cell line study.,No,False
samples_table_GSE16025.csv,,gpt-4.1-mini-2025-04-14,"Yes | evidence: Columns 'GPL5106_Death' and 'GPL5106_Survival_time' provide patient-specific survival status and survival time data. | justification: The dataset includes individual patient variables for survival status (death: 0 or 1) and survival time in months, meeting the survival data criterion.","Yes | stage i evidence: Many patients have stages Ia and Ib, which are stage I NSCLC (e.g., 'Ia', 'Ib' in 'GPL5106_Stage' column). | act evidence: No explicit adjuvant chemotherapy annotation is present in the dataset. | justification: More than 50% of patients have stage I disease (Ia or Ib), fulfilling the stage I majority criterion; no ACT annotation is found.","meets survival criterion: Yes | meets stage or act criterion: Yes | justification: The dataset contains patient-level survival status and time variables and has a majority of stage I patients (>50%), meeting both inclusion criteria.",Yes,True
samples_table_GSE131518.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: Dataset consists of gene expression data from A549 NSCLC cell lines with CNOT2 knockdown and control; no patient-specific survival time or status variables are present. | justification: The dataset is based on cell line experiments, not patient clinical data, so survival variables are not applicable.","No | stage i evidence: Not applicable; dataset involves cell lines, not patient samples with clinical staging. | act evidence: No explicit adjuvant chemotherapy annotation present; dataset is experimental cell line data. | justification: No patient cohort or clinical treatment annotation is included.",meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient-specific survival data and clinical annotations required for inclusion; it is an experimental cell line study.,No,False
samples_table_GSE179212.csv,,gpt-4.1-mini-2025-04-14,"No | evidence: The dataset consists of cell line samples (KRAS G12C NCI-H23 cell line and resistance clones) with no patient-specific survival time or status variables provided. | justification: The data is from cell lines, not patient clinical data, so survival variables are not present.",No | stage i evidence: No patient data or staging information is provided; the dataset is based on cell lines. | act evidence: No adjuvant chemotherapy annotation is present; dataset is experimental cell line data. | justification: No clinical patient data or treatment annotation is included.,"meets survival criterion: No | meets stage or act criterion: No | justification: The dataset lacks patient-specific survival data and clinical annotations such as stage or adjuvant chemotherapy, as it is derived from cell line experiments rather than patient samples.",No,False
