custom_id,error,model,Q1,Q2,Q3,Q4,in_actual
samples_table_GSE136933.csv,,o4-mini-2025-04-16,"No | evidence: Dataset only lists cell lines (A549, H1975), treatment agents and times; no survival status or time variables | justification: This is an in vitro cell line transcriptome study without any patient survival data.",No | stage i evidence: None | act evidence: None | justification: No clinical stage annotations or adjuvant chemotherapy information—only cell line treatments are described.,meets survival criterion: No | meets stage or act criterion: No | justification: Does not include any patient-specific survival variables or stage/ACT annotations; it is an in vitro study.,No,False
samples_table_GSE32989.csv,,o4-mini-2025-04-16,"No | evidence: Data represent NSCLC cell lines; no variables for overall or progression‐free survival status or time are provided. | justification: This is an expression profiling dataset of cell lines, not patient clinical data; no survival endpoints are present.","No | stage i evidence: No stage annotations for cell lines are provided; histology only. | act evidence: No annotation of adjuvant chemotherapy treatment is present. | justification: The dataset lacks any patient staging or treatment information, as it is based on cell lines.",meets survival criterion: No | meets stage or act criterion: No | justification: The dataset does not include patient survival data or any stage I/ACT annotations; it therefore fails inclusion criteria.,No,False
samples_table_GSE49644.csv,,o4-mini-2025-04-16,"No | evidence: Dataset consists of NSCLC cell line samples (A549, HCC827, NCI-H358) before/after EMT induction; no patient survival status or time variables present. | justification: Only in vitro cell line expression data provided; no clinical survival data.",No | stage i evidence: None (no clinical staging information) | act evidence: None (no adjuvant chemotherapy annotation) | justification: Samples are cell lines with no patient staging or treatment metadata.,meets survival criterion: No | meets stage or act criterion: No | justification: Does not include required patient-level survival data or meet staging/ACT criteria.,No,False
samples_table_GSE222124.csv,,o4-mini-2025-04-16,"No | evidence: Dataset contains only cell‐line expression samples (Jurkat, THP1, KHYG‐1) with treatment time points; no patient survival status or time variables. | justification: No patient data; only in vitro cell line experiments.","No | stage i evidence: No patient stage information present. | act evidence: No adjuvant chemotherapy annotation present. | justification: Dataset is entirely cell line–based, with no clinical stage or treatment data.",meets survival criterion: No | meets stage or act criterion: No | justification: Fails to provide any patient‐level survival or clinical staging/treatment annotations.,No,False
samples_table_GSE77209.csv,,o4-mini-2025-04-16,"No | evidence: Dataset fields include treatment, histology, age, gender, race, smoker status, pack-years; no survival status or time variables present. | justification: This is a preclinical dataset of cell lines and xenografts without patient follow-up or survival endpoints.","No | stage i evidence: None—no patient staging information provided. | act evidence: None—treatment column refers to in vitro chemotherapy cycles, not annotated patient adjuvant chemotherapy. | justification: No clinical stage data or clear adjuvant chemotherapy annotation at the patient level.",meets survival criterion: No | meets stage or act criterion: No | justification: Fails to provide patient-specific survival data and lacks clinical stage I or adjuvant chemotherapy annotation; does not meet inclusion criteria.,No,False
samples_table_GSE197109.csv,,o4-mini-2025-04-16,"No | evidence: Dataset consists solely of NSCLC cell line identifiers (e.g., A549, Calu1, etc.) and expression data; no survival status or time variables provided. | justification: No patient-specific survival variables (OS, PFS, RFS) are present.","No | stage i evidence: Not applicable – no patient staging information provided. | act evidence: Not applicable – no adjuvant chemotherapy annotation provided. | justification: Dataset is derived from cell lines, not clinical patient samples; no stage or ACT data.","meets survival criterion: No | meets stage or act criterion: No | justification: Does not meet survival data requirement or stage I/ACT annotation; derived from cell lines, not patient cohort.",No,False
samples_table_GSE175601.csv,,o4-mini-2025-04-16,"No | evidence: Columns: GPL21185_Group, GPL21185_Accession, Title, Source name, Tissue, Disease state; no survival time/status variables | justification: No patient-level survival variables (OS, PFS, RFS) provided",No | stage i evidence: Not reported | act evidence: Not reported | justification: No stage I composition or adjuvant chemotherapy annotations available,meets survival criterion: No | meets stage or act criterion: No | justification: Dataset lacks required survival data and does not report stage I or ACT information,No,False
samples_table_GSE209983.csv,,o4-mini-2025-04-16,No | evidence: No columns for survival time or status; only sample IDs and tissue source are provided. | justification: Dataset is from a mouse xenograft model with gene expression profiles and lacks any patient survival annotations.,No | stage i evidence: None—no clinical staging information provided. | act evidence: None—no annotation of adjuvant chemotherapy status. | justification: This is a preclinical mouse xenograft study without patient stage or treatment data.,meets survival criterion: No | meets stage or act criterion: No | justification: Fails both required criteria: no survival variables and no clinical stage I or ACT annotations.,No,False
samples_table_GSE203510.csv,,o4-mini-2025-04-16,"No | evidence: Available columns: Group, Accession, Title, Source name, Gender, MSC status, Disease state; no survival time/status variables | justification: No patient‐level follow‐up or survival time/status data are provided",No | stage i evidence: No staging information in study or sample annotations | act evidence: No adjuvant chemotherapy annotation present | justification: Dataset only indicates disease state (NSCLC vs healthy) without stage or treatment details,meets survival criterion: No | meets stage or act criterion: No | justification: Fails to provide required survival variables and lacks stage I or ACT annotation,No,False
samples_table_GSE33072.csv,,o4-mini-2025-04-16,Yes | evidence: Columns: GPL6244_Progression-free survival status; characteristics field includes progression-free survival time (months) | justification: The dataset contains patient‐level progression‐free survival status and time variables for each sample.,"No | stage i evidence: Most patients have Stage III/IV disease (e.g., IV, IIIB) with very few Stage I (e.g., one IB). | act evidence: No explicit adjuvant chemotherapy annotation present. | justification: Majority of patients are advanced stage and there is no annotation for adjuvant chemotherapy.","meets survival criterion: Yes | meets stage or act criterion: No | justification: While the dataset meets the survival data requirement (PFS status/time), it does not meet the second criterion of >50% Stage I cases or explicit adjuvant chemotherapy annotation.",No,False
samples_table_GSE47056.csv,,o4-mini-2025-04-16,"No | evidence: Dataset describes miRNA expression in A549 cell lines, no patient survival variables provided | justification: No patient-specific survival time or status variables are present","No | stage i evidence: Not applicable – no patient staging data | act evidence: Not applicable – no adjuvant chemotherapy annotation | justification: This dataset comprises cell line experiments, not clinical patient data",meets survival criterion: No | meets stage or act criterion: No | justification: Lacks both patient-specific survival data and clinical annotations for stage I or adjuvant chemotherapy,No,False
samples_table_GSE69630.csv,,o4-mini-2025-04-16,"No | evidence: Dataset contains only cell line experiments (A549, Nuli-1) without any patient survival status or time variables. | justification: No patient-specific clinical data for overall or progression-free survival are present.",No | stage i evidence: None – no patient stage annotations present. | act evidence: None – no adjuvant chemotherapy annotations present. | justification: This is a cell line study with no clinical staging or treatment metadata.,meets survival criterion: No | meets stage or act criterion: No | justification: Fails to provide any patient-specific survival data or clinical staging/ACT information; it is an in vitro cell line dataset.,No,False
samples_table_GSE21933.csv,,o4-mini-2025-04-16,"No | evidence: Columns: GPL6254_Stage, Histology, Sex, Age; no OS/PFS/RFS status or time variables provided | justification: Dataset contains only clinical stage, histology, sex, and age but no survival status or time fields",No | stage i evidence: 7 of 21 tumor samples are Stage I (IA or IB) = ~33% (<50%) | act evidence: No adjuvant chemotherapy annotation present | justification: Neither majority Stage I nor explicit ACT annotation,meets survival criterion: No | meets stage or act criterion: No | justification: Dataset lacks patient‐level survival data and fails the ≥50% Stage I or ACT annotation criterion,No,False
samples_table_GSE121682.csv,,o4-mini-2025-04-16,No | evidence: Dataset consists of in vitro prostate carcinoma cell line experiments without any patient survival status or time variables. | justification: No patient-specific survival data provided.,No | stage i evidence: Not applicable – no patient data. | act evidence: Not applicable – no adjuvant chemotherapy annotation. | justification: Dataset is preclinical and contains no clinical stage or treatment annotation.,meets survival criterion: No | meets stage or act criterion: No | justification: Does not include any patient-level survival or staging/ACT information; it is an in vitro cell line study.,No,False
samples_table_GSE17073.csv,,o4-mini-2025-04-16,No | evidence: Dataset comprises only in vitro bronchial epithelial cell lines; no patient survival status or time variables. | justification: No clinical patient data provided; only cultured cell line replicates.,"No | stage i evidence: Dataset contains only cell lines, no patient staging information. | act evidence: No adjuvant chemotherapy annotations present. | justification: All samples are in vitro models without clinical stage or treatment data.",meets survival criterion: No | meets stage or act criterion: No | justification: Dataset lacks both patient-specific survival data and clinical stage I or ACT annotations required for inclusion.,No,False
samples_table_GSE188406.csv,,o4-mini-2025-04-16,"No | evidence: No patient survival status or time variables provided | justification: Dataset contains only cell‐line expression data, no clinical follow‐up",No | stage i evidence: No patient staging data | act evidence: No adjuvant chemotherapy annotation | justification: Cell‐line study without any clinical patient characteristics,meets survival criterion: No | meets stage or act criterion: No | justification: Fails to provide any patient‐level survival or staging/ACT information; not eligible per inclusion criteria,No,False
samples_table_GSE94393.csv,,o4-mini-2025-04-16,No | evidence: Dataset contains only A549 cell line expression replicates | justification: No patient-specific survival time or status variables are present—this is an in vitro study,No | stage i evidence: Not applicable; no patient staging data | act evidence: Not applicable; no adjuvant chemotherapy annotation | justification: No clinical cohort information—only cell line experiments,meets survival criterion: No | meets stage or act criterion: No | justification: Lacks any clinical survival or staging/chemotherapy data; does not meet inclusion criteria,No,False
samples_table_GSE44617.csv,,o4-mini-2025-04-16,No | evidence: Dataset contains only cell line samples (A549) with experimental conditions; no survival status or time variables. | justification: No patient-specific clinical survival data are present.,"No | stage i evidence: None—no patient stage information provided. | act evidence: None—no chemotherapy annotation provided. | justification: Dataset comprises in vitro cell line experiments, not clinical patient data.",meets survival criterion: No | meets stage or act criterion: No | justification: Lacks both required survival variables and clinical stage or adjuvant chemotherapy annotation.,No,False
samples_table_GSE136934.csv,,o4-mini-2025-04-16,"No | evidence: Dataset contains only cell‐line sample annotations (A549, treatment, time) and no survival status or time fields. | justification: This is an in vitro study of NSCLC cell lines; no patient‐level survival data are present.",No | stage i evidence: None – no clinical stage information. | act evidence: None – no adjuvant chemotherapy annotation. | justification: No patient cohort data to assess stage distribution or treatment annotation.,meets survival criterion: No | meets stage or act criterion: No | justification: Lacks both patient‐specific survival variables and any stage I or adjuvant chemotherapy information; does not meet inclusion criteria.,No,False
samples_table_GSE16025.csv,,o4-mini-2025-04-16,Yes | evidence: Columns GPL5106_Death (death status) and GPL5106_Survival_time (survival duration) | justification: Patient‐level overall survival status and time variables are present for most samples,Yes | stage i evidence: 42/71 samples (~59%) are Stage I (Ia/Ib) | act evidence: None | justification: Majority of patients are Stage I; no adjuvant chemotherapy annotation provided,meets survival criterion: Yes | meets stage or act criterion: Yes | justification: Dataset includes patient‐specific survival status/time and >50% Stage I cases,Yes,True
samples_table_GSE131518.csv,,o4-mini-2025-04-16,No | evidence: Dataset contains only A549 lung cancer cell line samples; no patient survival status or time variables provided. | justification: Study is based on cell line experiments and does not include any clinical survival data.,No | stage i evidence: Not applicable – no patient stage information. | act evidence: Not applicable – no adjuvant chemotherapy annotation. | justification: Only cell line samples are present; no clinical staging or treatment annotations.,meets survival criterion: No | meets stage or act criterion: No | justification: Lacks patient-specific survival data and clinical stage or ACT information; does not meet any inclusion criteria.,No,False
samples_table_GSE179212.csv,,o4-mini-2025-04-16,"No | evidence: The dataset lists only cell‐line samples (e.g., NCI-H23 replicates), with no patient survival status or time variables. | justification: This is an in vitro cell‐line expression dataset lacking any patient survival data.","No | stage i evidence: No clinical stage information is provided—samples are cell lines. | act evidence: No adjuvant chemotherapy annotation is present in the sample metadata. | justification: All samples derive from KRASG12C cell lines, not from patient tumors with stage or treatment annotations.","meets survival criterion: No | meets stage or act criterion: No | justification: The dataset contains no patient‐level clinical data (survival, stage, or adjuvant therapy) but only cell‐line replicates.",No,False
samples_table_GSE16597.csv,,o4-mini-2025-04-16,"No | evidence: Columns include gender, age, stage, sample; no survival status or time variables present. | justification: No patient-specific survival status or time variables are provided.",Yes | stage i evidence: 19 of 36 patients (52.8%) are Stage I (IA or IB). | act evidence: None; no adjuvant chemotherapy annotations provided. | justification: Over 50% of patients are Stage I.,meets survival criterion: No | meets stage or act criterion: Yes | justification: Dataset lacks required survival data despite meeting the Stage I proportion criterion.,No,False
samples_table_GSE72788.csv,,o4-mini-2025-04-16,"No | evidence: Table columns: GPL6244_Group, GSM IDs, Title, Source name, Cell line, Treatment, Sample type | justification: Dataset contains only cell line identifiers and treatment labels; no patient survival status or time variables are present.",No | stage i evidence: Not applicable – no patient stages reported | act evidence: Not applicable – no adjuvant chemotherapy annotations | justification: This is an in vitro cell line study without any clinical stage or treatment metadata.,meets survival criterion: No | meets stage or act criterion: No | justification: Fails both required criteria: lacks patient-specific survival data and lacks >50% stage I or ACT annotation.,No,False
samples_table_GSE55860.csv,,o4-mini-2025-04-16,No | evidence: Dataset consists of H460 cell line samples with TRAIL sensitivity/resistance labels; no patient survival time or status variables. | justification: This is an in vitro cell line study without any clinical survival data.,No | stage i evidence: Not applicable – no patient stage information. | act evidence: Not applicable – no adjuvant chemotherapy annotation. | justification: Cell line series lacks any patient-level staging or treatment annotations.,meets survival criterion: No | meets stage or act criterion: No | justification: Does not provide required survival variables or patient stage/ACT data; not eligible per inclusion criteria.,No,False
samples_table_GSE52712.csv,,o4-mini-2025-04-16,"No | evidence: Metadata lists only GPL570 sample accessions, cell lines (MCF7, MCF10A), and sample types without any survival time or status variables. | justification: This dataset contains only amplified cDNA from cell lines and single cells, with no patient-level survival information.","No | stage i evidence: No tumor stage annotations provided. | act evidence: No adjuvant chemotherapy or treatment annotations present. | justification: All samples are from cell lines or xenograft-derived CICs, lacking any clinical stage or treatment metadata.","meets survival criterion: No | meets stage or act criterion: No | justification: The dataset does not contain patient-specific survival data nor clinical stage or adjuvant chemotherapy information, failing both inclusion criteria.",No,False
samples_table_GSE166750.csv,,o4-mini-2025-04-16,"No | evidence: Dataset describes A549 cell line experiments without any patient survival time or status variables. | justification: This is an in vitro study on cell lines, not patient data.",No | stage i evidence: None – no patient staging information provided. | act evidence: None – no adjuvant chemotherapy annotation present. | justification: No clinical patient data or annotations are available.,meets survival criterion: No | meets stage or act criterion: No | justification: The dataset consists entirely of cell line experiments with no patient-level clinical or survival information and no staging or ACT annotations.,No,False
samples_table_GSE44077.csv,,o4-mini-2025-04-16,"No | evidence: No patient‐level survival status or time variables (e.g., OS, PFS) in sample metadata | justification: Metadata lists only tissue type, source, and airway distance; no survival endpoints",Unclear | stage i evidence: No explicit staging information provided | act evidence: No adjuvant chemotherapy annotation | justification: Dataset description mentions ‘early stage’ but stage breakdown not given; no ACT labels,meets survival criterion: No | meets stage or act criterion: Unclear | justification: Lacks survival variables and stage/ACT details needed for inclusion criteria,No,False
samples_table_GSE27705.csv,,o4-mini-2025-04-16,Yes | evidence: Columns ‘GPL11432_Characteristics 1’ contain ‘survival (months): X’ and ‘GPL11432_Dead (Ch1)’ indicates death status (0/1). | justification: Patient-level overall survival time and event status are provided.,"No | stage i evidence: Samples are labeled ‘early’ vs ‘late’ but no explicit Stage I; only 10/20 (50%) are ‘early’, not >50%. | act evidence: No column or annotation for adjuvant chemotherapy. | justification: Neither a majority of explicitly Stage I patients nor ACT annotation is present.","meets survival criterion: Yes | meets stage or act criterion: No | justification: Survival variables are available, but the dataset lacks >50% explicit Stage I cases or any adjuvant chemotherapy data.",No,False
samples_table_GSE131027.csv,,o4-mini-2025-04-16,"No | evidence: No columns for overall or progression-free survival status/time in the sample table | justification: The dataset only lists sample IDs, cancer types, mutated genes, and HRD/PARP predictions; no survival variables are provided.",No | stage i evidence: None – no stage annotations provided | act evidence: None – no adjuvant chemotherapy annotations provided | justification: The dataset describes advanced solid tumors across multiple cancer types without stage or treatment details.,meets survival criterion: No | meets stage or act criterion: No | justification: Fails both required criteria: no patient-level survival data and no stage I or ACT information.,No,False
samples_table_GSE42375.csv,,o4-mini-2025-04-16,"No | evidence: Dataset consists of A549 cell line ChIP-seq experiments; no patient survival status or time variables provided. | justification: This is an in vitro cell line study with chromatin profiling, not a clinical cohort with survival data.",No | stage i evidence: None—no patient staging information present. | act evidence: None—no adjuvant chemotherapy annotation. | justification: No clinical patient data are included; study is on A549 cell cultures.,meets survival criterion: No | meets stage or act criterion: No | justification: Fails both criteria: no patient‐specific survival data and no stage I or ACT annotation.,No,False
samples_table_GSE75308.csv,,o4-mini-2025-04-16,No | evidence: No patient-specific survival status or time variables present; dataset is gene expression in NSCLC cell lines. | justification: This is a preclinical cell line study with no overall or progression‐free survival data.,No | justification: No staging information or adjuvant chemotherapy annotation provided; study involves only PC9 cell lines.,meets survival criterion: No | meets stage or act criterion: No | justification: Does not meet survival data requirement and lacks stage I or ACT annotations; thus fails all inclusion criteria.,No,False
samples_table_GSE66604.csv,,o4-mini-2025-04-16,"No | evidence: No patient-specific survival status or time variables mentioned; study uses cell lines (EBC1, EBC1-R). | justification: Dataset is an in vitro cell line experiment, not clinical patient data, so no survival variables are present.",No | justification: No patient staging data or adjuvant chemotherapy annotation; dataset comprises NSCLC cell lines only.,meets survival criterion: No | meets stage or act criterion: No | justification: Fails both survival data and stage I/ACT criteria: it is an in vitro cell line study without patient variables or clinical annotations.,No,False
samples_table_GSE86928.csv,,o4-mini-2025-04-16,No | evidence: Dataset consists of A549 cell line samples; no patient survival status or time variables provided | justification: This is an in vitro cell‐line experiment without any clinical survival endpoints,"No | stage i evidence: Not applicable—no patient stage information | act evidence: Not applicable—no adjuvant chemotherapy annotation | justification: Study involves only treated cell lines, no patient clinical data",meets survival criterion: No | meets stage or act criterion: No | justification: Lacks both patient‐specific survival variables and stage I/ACT annotations,No,False
samples_table_GSE93300.csv,,o4-mini-2025-04-16,"No | evidence: Dataset has no columns for survival status or time (e.g., OS, PFS). | justification: Only clinical stage, EGFR status, age, gender, etc. are provided; no survival variables.",No | stage i evidence: All NSCLC patients are stage IIIB or IV; none are stage I. | act evidence: No adjuvant chemotherapy annotation present. | justification: Does not meet ≥50% stage I requirement and lacks ACT data.,meets survival criterion: No | meets stage or act criterion: No | justification: Fails to provide survival variables and does not satisfy stage I or ACT criteria.,No,False
samples_table_GSE66606.csv,,o4-mini-2025-04-16,No | evidence: Study describes Calu-6 cell line transfections; no patient-level survival status or time variables are reported. | justification: This is an in vitro cell line experiment with no patient survival data.,"No | stage i evidence: Not applicable – no patient cohort or staging information. | act evidence: Not applicable – no adjuvant chemotherapy annotations. | justification: The dataset involves cell line transfection, not patient samples; staging and treatment annotation are absent.",meets survival criterion: No | meets stage or act criterion: No | justification: Fails both criteria: lacks patient‐specific survival variables and has no stage I patient proportion or ACT annotation.,No,False
samples_table_GSE123031.csv,,o4-mini-2025-04-16,No | evidence: Dataset contains only cell line experiments with treatment conditions; no patient survival variables | justification: No patient-specific survival time or status variables present,"No | stage i evidence: Not applicable | act evidence: Not applicable | justification: No clinical patient data, staging, or adjuvant chemotherapy annotations",meets survival criterion: No | meets stage or act criterion: No | justification: Dataset lacks both survival data and clinical stage or ACT annotations as required,No,False
