custom_id,source_list,target_disease,error,model,q1_human_microarray_expression_profiling,q2_target_disease,q3_human_cns_tissue,q4_non_clinical,q5_case_control_design,q6_irrelevant_brain_region,q7_incompatible_technology,q8_inclusion_justification,q9_include_dataset,final_include,in_actual,q7_intermediate_phenotype,q8_familial_alzheimer_disease,q9_incompatible_technology,q10_inclusion_justification,q11_include_dataset,q7_familial_disease,q8_incompatible_technology,q9_inclusion_justification,q10_include_dataset
als-ftd-screened_E-GEOD-47554,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Technology: Array assay; Total RNAs were subjected to mRNA microarrays | justification: Dataset uses microarray-based transcription profiling of mRNA,"No | evidence: Title: gastric carcinoma; Description: gastric cancer metastasis model | justification: Study is on gastric carcinoma, not ALS-FTD","No | evidence: Sample organism part: xenografted tumor in stomach and ovary | justification: Tissues are tumor xenografts from stomach/ovary, not human CNS","Yes | evidence: Description: human GC cells injected into BALB/c nude mice | justification: Uses an in vivo mouse xenograft model, not clinical patient samples",No | evidence: No control group or case/control comparison described | justification: All samples are tumor-derived; no healthy controls,No | evidence: Samples are from stomach and ovary xenografts | justification: No brain or CNS region is profiled,No | evidence: Technology: Array assay | justification: Microarray assay is compatible,"justification: Excluded because it is a mouse xenograft model of gastric cancer, not human ALS-FTD CNS case/control microarray data.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-52390,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Platform: Infinium HumanHT-12; Technology: Array assay; Molecule: RNA assay | justification: Dataset uses a human gene expression microarray platform,"No | evidence: Title: high-grade soft tissue sarcomas; Description: profiling of soft tissue sarcomas | justification: The disease is soft tissue sarcoma, not ALS-FTD","No | evidence: Samples: primary soft tissue sarcomas, fat samples, sarcoma cell lines | justification: No CNS or brain tissue samples are included","Yes | evidence: Samples include 13 representative sarcoma cell lines (e.g., HT1080, SW872) | justification: Study uses in vitro tumor cell lines rather than only clinical patient tissue","No | evidence: Experimental Factors: SARCOMA SUBTYPE, TUMOR CELL LINE; No healthy control vs disease case design described | justification: No explicit case/control comparison for disease vs healthy","No | evidence: No brain regions sampled | justification: Dataset does not involve any CNS regions, relevant or irrelevant",No | evidence: Technology: Array assay; Platform: Infinium HumanHT-12 | justification: Dataset uses compatible microarray expression profiling,"justification: Although this is human microarray data, it does not address ALS-FTD and does not use CNS tissue; it also includes cell lines and lacks a case/control design.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-5287,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Technology: Array assay; transcription profiling by array | justification: Dataset uses Affymetrix GeneChip microarrays on human RNA,"No | evidence: Title: advanced bladder cancer; disease context: transitional cell carcinoma of the urothelium | justification: Disease is bladder cancer, not ALS-FTD","No | evidence: Samples: tumors from bladder cancer patients | justification: Tissue is bladder tumor, not CNS","No | evidence: Sample source: patient tumor tissue | justification: Primary clinical specimens, not in vitro cell lines or models",No | evidence: Study design: prognostic marker identification in bladder cancer patients | justification: No healthy control group; single-arm clinical cohort,Yes | evidence: Organism part: bladder | justification: Tissue is non-CNS and irrelevant to ALS-FTD pathology,No | evidence: Technology: microarray | justification: Compatible with microarray expression profiling,justification: Excluded due to disease mismatch (bladder cancer) and non‐CNS tissue source,No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-52917,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: “transcription profiling by array” using “Affymetrix miRNA 3.0 arrays” | justification: Dataset uses human microarray (Affymetrix miRNA arrays) to profile non-coding RNAs,No | evidence: Title and description focus on sporadic and familial ALS and asymptomatic ALS mutation carriers | justification: No mention of frontotemporal dementia or FTD; only ALS is studied,"No | evidence: Samples are serum of ALS patients and controls | justification: No CNS or brain tissue samples, only circulating ncRNA in serum","No | evidence: Samples are serum from human subjects, not cell lines or models | justification: Direct patient biofluids, not in vitro or animal models","Yes | evidence: Comparisons of fALS vs controls, sALS vs controls, mutation carriers vs controls | justification: Multiple case (ALS or carrier) vs healthy control comparisons constitute case/control design",No | evidence: No brain regions sampled; only serum | justification: Not applicable—no brain tissue involved,No | evidence: Technology: microarray RNA assay | justification: Microarray expression profiling is compatible,"justification: Although it meets microarray and case/control criteria, it lacks relevant CNS tissue and does not include FTD; only serum from ALS patients is profiled.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-59128,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: The dataset uses microarray expression profiling on human primary airway epithelial cells.,No | evidence: Description focuses on airway epithelial basal cell response to injury; no mention of ALS or FTD | justification: No relation to amyotrophic lateral sclerosis or frontotemporal dementia.,No | evidence: Samples are human airway epithelial basal cells from donated lungs | justification: Tissue source is non-CNS airway epithelium.,Yes | evidence: Basal cells obtained from lungs were cultured in vitro and subjected to mechanical injury or cyclic stretch | justification: Patient-derived primary cells are used in vitro rather than direct patient CNS tissue.,"No | evidence: Experimental design compares injured vs sham-controlled cells, not ALS-FTD cases vs healthy controls | justification: Design is in vitro injury model, not a clinical case/control study.","Yes | evidence: Organism part: airway epithelium, not brain | justification: Tissue sampled is non-CNS and irrelevant to ALS-FTD-affected brain regions.",No | evidence: Technology: Array assay | justification: Microarray expression profiling is fully compatible.,"justification: Excluded due to non-CNS airway epithelial cells, lack of ALS-FTD focus, and non-clinical in vitro design.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-60082,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array | justification: Dataset uses microarray-based transcription profiling,"No | evidence: Title and description focus on malignant peripheral nerve sheath tumors (MPNST), not ALS-FTD | justification: Disease studied is MPNST, unrelated to ALS-FTD",No | evidence: Samples are orthoxenograft tumors implanted in sciatic nerve of mice | justification: No human CNS or brain tissue is profiled,"Yes | evidence: Use of patient-derived MPNST orthoxenograft models in nude mice | justification: In vivo preclinical xenograft models, not direct patient tissue",No | evidence: No case/control comparison between patients and controls is described | justification: Study tests treatment responses in tumor models without healthy controls,"Yes | evidence: Sampling of peripheral nerve sheath tumors, not CNS regions | justification: Tissue is peripheral nerve, which is irrelevant to ALS-FTD neurodegeneration",No | evidence: Technology: Array assay; Assay by Molecule: RNA assay | justification: Microarray-based transcript profiling is compatible,"justification: Dataset profiles MPNST xenograft models, not human ALS-FTD CNS tissue, and lacks case/control design, thus fails target disease and tissue criteria",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-67527,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: The dataset uses array-based transcription profiling on human samples,"No | evidence: Cell type: SPOAN (spastic paraplegia, optic atrophy, and neuropathy) syndrome | justification: The disease under study is SPOAN syndrome, not ALS-FTD","No | evidence: Organism part: Skin fibroblast | justification: Samples are derived from skin fibroblasts, not CNS tissues",Yes | evidence: Cell type: Skin fibroblast | justification: The dataset uses patient-derived in vitro fibroblast samples,Yes | evidence: 4 SPOAN affected patients and 4 healthy controls | justification: The study compares case versus control groups,"Yes | evidence: Organism part: Skin fibroblast | justification: Samples are from skin fibroblast, which is irrelevant to ALS-FTD–affected CNS regions","No | evidence: Technology: Array assay | justification: The profiling is performed using microarray technology, which is compatible","justification: Although the study uses human microarray data with a case-control design, it investigates SPOAN syndrome using skin fibroblasts rather than ALS-FTD in CNS tissues, so it fails the disease and tissue criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-68240,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: Gene expression profiled using microarray-based transcription profiling.,Yes | evidence: Title: sporadic ALS patients; Experimental Factors > Disease: ALS | justification: Dataset pertains to amyotrophic lateral sclerosis patient samples.,"No | evidence: Samples derived from hiPSC-derived motor neurons from peripheral nerve fibroblasts; no CNS tissue described | justification: Samples are in vitro differentiated neurons, not native CNS tissue.",Yes | evidence: Title: hiPSC-derived motor neurons; Cell type: Fibroblasts from peripheral nerve | justification: Uses patient-derived iPSC motor neuron cultures rather than clinical tissue.,Yes | evidence: Two-condition experiment: ALS motor neurons vs controls; 3 ALS and 3 control replicates | justification: Study directly compares patient-derived ALS samples to controls.,"No | evidence: No brain regions sampled; only in vitro cell cultures | justification: No native brain regions involved, thus not an issue of region relevance.",No | evidence: Technology: Array assay (microarray) | justification: Dataset uses compatible microarray expression profiling.,justification: Fails inclusion criterion for human CNS tissue (uses hiPSC-derived motor neurons) and meets exclusion criterion for in vitro models; thus should be excluded.,No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-7423,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: The dataset uses microarray-based transcription profiling of human samples.,"No | evidence: Title and description focus on hereditary motor and sensory neuropathies (HMSN1A, HMSN-LOM, CCFDN), not ALS or FTD | justification: The diseases studied are demyelinating peripheral neuropathies rather than ALS-FTD.","No | evidence: Samples are human Schwann cell lines (peripheral nerve glia) | justification: Schwann cells are peripheral nervous system cells, not CNS tissue.","Yes | evidence: ""We analyzed human Schwann cell lines from ... patients"" | justification: The study uses patient-derived in vitro cell lines rather than clinical tissue samples.","Yes | evidence: Comparison of patient-derived Schwann cell lines versus healthy control Schwann cell lines | justification: The design includes diseased vs. normal control samples, consistent with a case/control comparison.",Yes | evidence: Cell type: Schwann cells (PNS) | justification: Schwann cells are not a CNS region affected by ALS-FTD.,No | evidence: Technology: Array assay | justification: The study uses compatible microarray technology rather than excluded methods like RNA-seq.,"justification: Although the dataset employs human microarray profiling, it studies peripheral neuropathies in Schwann cell lines, not ALS-FTD in CNS tissue, and uses patient-derived in vitro cells; thus it fails multiple inclusion criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-MEXP-2280,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: Genome-wide expression profiling by microarray on human samples,"No | evidence: Cohorts include AD, PSP, PiD and FTD but no ALS; study not focused on ALS-FTD spectrum | justification: Although FTD is included, the study encompasses multiple tauopathies and lacks an ALS arm",Yes | evidence: Source Characteristics: Organism part: medial temporal lobe; Organism: Homo sapiens | justification: Post-mortem human brain tissue from medial temporal lobe,No | evidence: Samples are snap-frozen post-mortem brain tissue; no cell lines or model systems used | justification: All material derived directly from patient CNS tissue,"Yes | evidence: 5 patients per disease group and 5 control subjects; matched for age, gender, haplotypes | justification: Clear case versus control comparisons across disease cohorts",Yes | evidence: Tissue sampled from medial temporal lobe | justification: Medial temporal lobe is not a primary site of ALS-FTD pathology,No | evidence: Transcription profiling by array | justification: Microarray technology is compatible,"justification: The dataset uses human microarray on CNS tissue with case/control design, but is not specific to ALS-FTD and samples a brain region not central to ALS-FTD pathology.",No,No,True,,,,,,,,,
als-ftd-screened_E-MEXP-3260,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array | justification: The study uses microarray-based transcription profiling on human samples.,"Yes | evidence: Disease: amyotrophic lateral sclerosis | justification: The dataset examines gene expression changes in ALS patients, which falls within the ALS-FTD spectrum.","No | evidence: Organism part: muscle | justification: Samples are from skeletal muscle, not CNS tissue.","No | evidence: Cell type/line: Not found | justification: All samples derive directly from human muscle biopsies, not in vitro models.","Yes | evidence: Disease_state_design; Organism part: muscle; Disease: normal, amyotrophic lateral sclerosis | justification: Includes ALS patient samples and healthy controls in a clear case/control design.",Yes | evidence: Organism part: muscle | justification: Muscle is not a CNS region affected by ALS-FTD neurodegeneration.,No | evidence: Technology: Array assay; RNA assay | justification: The study uses compatible microarray expression profiling technologies.,"justification: Despite satisfying microarray, disease target, and case/control criteria, the dataset uses muscle rather than CNS tissue relevant to ALS-FTD pathology, so it must be excluded.",No,No,False,,,,,,,,,
als-ftd-screened_E-MTAB-1925,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: The experiment uses microarray-based transcription profiling of RNA samples,"Yes | evidence: Title and Source Characteristics: compare healthy controls and amyotrophic lateral sclerosis patients | justification: The dataset specifically profiles ALS patients (C9ORF72 mutation), falling within the ALS-FTD spectrum",Yes | evidence: Source Characteristics: Organism part: motor cortex; Organism: Homo sapiens | justification: Samples are post-mortem human motor cortex tissue from adult individuals,"No | evidence: Source Characteristics: Organism part: motor cortex; no cell line or in vitro cell type listed | justification: The study uses ex vivo brain tissue, not patient-derived cell lines or disease models",Yes | evidence: Experimental Factors: disease; disease states: normal vs amyotrophic lateral sclerosis | justification: The design directly compares ALS cases to healthy controls,No | evidence: Organism part: motor cortex | justification: Motor cortex is a CNS region directly affected by ALS neurodegeneration,No | evidence: Technology: Array assay; Assay by Molecule: RNA assay | justification: Microarray technology is compatible with expression profiling,"justification: This dataset meets all inclusion criteria: it is human microarray data from relevant CNS tissue, targets ALS within the ALS-FTD spectrum, uses a case/control design, and employs compatible technology without involving cell lines or irrelevant regions.",Yes,Yes,True,,,,,,,,,
als-ftd-screened_E-MTAB-1926,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Organism: Homo sapiens | justification: Dataset uses human microarray expression profiling on RNA samples.,"No | evidence: Samples from ALS patients (C9ORF72 and SOD1 mutations) and healthy controls | justification: Dataset covers ALS only, without FTD or combined ALS-FTD cases.","No | evidence: Cell type: fibroblast | justification: Samples are patient-derived fibroblasts, not CNS tissue.",Yes | evidence: Experimental design: in_vitro_design; Cell type: fibroblast | justification: Involves in vitro patient-derived fibroblast cell lines.,Yes | evidence: Experimental Designs include disease_state_design comparing ALS vs healthy controls | justification: Study uses a clear case (ALS) vs control (healthy) comparison.,"No | evidence: No CNS or brain regions sampled; only fibroblasts | justification: No brain regions, relevant or irrelevant, are involved.","No | evidence: Technology: Array assay; Assay by Molecule: RNA assay | justification: Uses microarray RNA profiling, which is compatible.",justification: Excluded because it uses non-CNS fibroblast cell lines and does not include FTD cases.,No,No,False,,,,,,,,,
als-ftd-screened_E-MTAB-1927,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: The experiment uses microarray-based transcription profiling on human RNA samples.,"No | evidence: Disease: C9ORF72 amyotrophic lateral sclerosis, SOD1 D90A amyotrophic lateral sclerosis | justification: The dataset focuses on ALS mutations without any FTD phenotype.","No | evidence: Cell type: neuron differentiated from induced pluripotent stem cell | justification: Samples are in vitro iPSC-derived neurons, not directly from CNS tissue.",Yes | evidence: Cell type: neuron differentiated from induced pluripotent stem cell | justification: The study uses patient-derived in vitro iPSC neuronal models rather than primary tissue.,"Yes | evidence: Comparisons between mutant (C9ORF72, SOD1) and control iPSC neurons | justification: The design contrasts disease-state and control groups.",Unclear | evidence: No actual brain region sampled | justification: Brain region criterion is not applicable as this uses cell lines.,No | evidence: Technology: Array assay; Assay by Molecule: RNA assay | justification: The dataset employs compatible microarray technology.,"justification: Despite meeting microarray and case/control design criteria, the dataset uses in vitro iPSC-derived neurons (exclusion criterion 4) and lacks FTD context, so it does not satisfy CNS tissue or ALS-FTD spectrum requirements.",No,No,False,,,,,,,,,
als-ftd-screened_E-MTAB-2325,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Generic.SingleColor.014850 | justification: This is a human gene expression profiling study using microarray technology.,"Yes | evidence: Disease: Sporadic Amyotrophic Lateral Sclerosis | justification: The dataset compares sporadic ALS patients with controls, fitting the ALS-FTD disease spectrum.","Yes | evidence: Organism part: v4 cortex; Title: motor cortex of Control and Sporadic ALS patients | justification: Samples are from human motor cortex, a CNS region affected in ALS.","No | evidence: No cell type/line attribute; samples are post-mortem tissue | justification: Only patient-derived brain tissue is profiled, no in vitro models.",Yes | evidence: Experimental Designs: case control design | justification: Includes both ALS cases and non-diseased controls.,No | evidence: Location: motor cortex | justification: Motor cortex is a primary site of ALS neurodegeneration.,"No | evidence: Assays: Array assay; Technology: microarray | justification: Uses microarray expression profiling, no RNA-seq or proteomics.",justification: This dataset meets all inclusion criteria: human microarray profiling of ALS-relevant motor cortex with a case-control design and no exclusionary models or incompatible methods.,Yes,Yes,True,,,,,,,,,
