custom_id,source_list,target_disease,error,model,q1_human_microarray_expression_profiling,q2_target_disease,q3_human_cns_tissue,q4_non_clinical,q5_case_control_design,q6_irrelevant_brain_region,q7_incompatible_technology,q8_inclusion_justification,q9_include_dataset,final_include,in_actual,q7_intermediate_phenotype,q8_familial_alzheimer_disease,q9_incompatible_technology,q10_inclusion_justification,q11_include_dataset,q7_familial_disease,q8_incompatible_technology,q9_inclusion_justification,q10_include_dataset
als-ftd-screened_E-GEOD-47554,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens | justification: Gene expression profiling was performed using mRNA microarrays on human-derived xenografted tumor tissues.,"No | evidence: Title and Description focus on human gastric carcinoma and its metastasis to ovary in a mouse model | justification: This study investigates gastric cancer metastasis, not ALS-FTD.",No | evidence: Sample source: xenografted tumors in stomach wall and ovary | justification: No CNS or brain tissue samples are involved.,Yes | evidence: Description details an experimental mouse model with human tumor cell xenografts | justification: The dataset derives from an in vivo disease model (xenografted human gastric carcinoma in mice).,"No | evidence: No healthy or unaffected control group is described; samples compare different tumor passages | justification: Study compares metastatic versus primary tumor cells, not a case/control clinical design.",Yes | evidence: Tissues sampled are stomach wall and ovary | justification: These organs are irrelevant to ALS-FTD neurodegeneration.,No | evidence: Study uses microarray expression profiling | justification: Technology is compatible with microarray profiling.,"justification: The dataset does not study ALS-FTD, involves non-CNS tumor tissues and an in vivo cancer model, and lacks a case/control design; it fails multiple inclusion criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-52390,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: The dataset uses the Infinium HumanHT-12 platform for gene expression profiling on RNA samples.,"No | evidence: Title: high-grade soft tissue sarcomas; Description: primary soft tissue sarcomas and sarcoma cell lines | justification: The study focuses on soft tissue sarcomas, not ALS-FTD.","No | evidence: Samples: primary high-grade soft tissue sarcomas, non-neoplastic fat samples, sarcoma cell lines | justification: No CNS or brain tissue samples are included.","Yes | evidence: 13 representative sarcoma cell lines listed | justification: The dataset includes tumor cell lines, representing in vitro disease models.",No | evidence: No experimental design or control group specified for case/control comparison | justification: The study design does not follow a case/control format for a clinical comparison.,No | evidence: No brain regions sampled | justification: The dataset does not involve any brain regions.,No | evidence: Technology: Array assay | justification: Microarray expression profiling is the primary technology used.,justification: The dataset is not relevant to ALS-FTD; it studies soft tissue sarcomas and includes cancer cell lines rather than human CNS tissue in a case/control design.,No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-5287,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: The dataset uses Affymetrix GeneChip microarrays to profile RNA from human tumor samples.,"No | evidence: Title and description focus on advanced bladder cancer and chemotherapy response | justification: The disease context is bladder cancer, not ALS-FTD.",No | evidence: Samples are tumor material from the bladder (urothelial carcinoma) | justification: No CNS or brain tissue is profiled in this study.,"No | evidence: Tumor tissue obtained directly from 30 patients | justification: This is clinical patient tissue, not in vitro cell lines or disease models.",No | evidence: Study correlates gene expression with survival and treatment response; no healthy control group | justification: No defined case versus control groups are compared.,"Yes | evidence: Organism part: bladder; no brain region sampled | justification: Tissue is from the bladder, a region not related to ALS-FTD pathology.","No | evidence: Transcription profiling by array | justification: Technology is microarray, which is compatible with inclusion criteria.","justification: Although the dataset uses human microarray profiling, it studies bladder cancer rather than ALS-FTD and does not include CNS tissue or case/control design. It fails disease and tissue criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-52917,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; 53 Affymetrix miRNA 3.0 arrays | justification: Human samples profiled by Affymetrix microarray technology,No | evidence: Description focused on ALS patients and mutation carriers; no mention of FTD or frontotemporal dementia | justification: Dataset addresses ALS but not the ALS-FTD spectrum,"No | evidence: Samples obtained from serum of patients and controls | justification: No CNS or brain tissue profiled, only peripheral (serum) material",No | evidence: Source material described as patient serum; no cell lines or in vitro models | justification: All samples are clinical serum specimens,"Yes | evidence: Comparisons of fALS, sALS, mutation carriers vs age- and gender-matched healthy controls | justification: Design includes patient groups compared to healthy control group",No | evidence: No brain tissue sampled | justification: Not applicable since no CNS regions were profiled,No | evidence: Microarray (Affymetrix miRNA 3.0) used for transcription profiling | justification: Technology is compatible (microarray),"justification: Excluded because samples are serum, not CNS tissue, and the study covers ALS only without FTD component",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-59128,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: Uses microarray-based expression profiling of RNA,"No | evidence: Description: airway epithelial basal cells injury response; no mention of ALS or FTD | justification: Dataset studies airway injury, not ALS-FTD","No | evidence: Source: human airway epithelial cells from donated lungs | justification: Samples are lung epithelial cells, not CNS tissue",Yes | evidence: Cells obtained and grown in submersion culture prior to in vitro injury | justification: Uses primary cells cultured in vitro rather than direct patient tissue,"No | evidence: Design compares injured vs sham control cells in vitro | justification: Control is sham injury, not clinical case vs control groups","Yes | evidence: Samples are airway epithelial cells, not brain regions | justification: Tissue is non‐CNS and not affected in ALS-FTD",No | evidence: Technology: Array assay | justification: Microarray expression profiling is compatible,"justification: This dataset is non‐CNS, non‐ALS/FTD, and based on in vitro airway epithelial cell injury, thus fails key inclusion criteria",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-60082,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: The dataset uses microarray-based transcription profiling (array) for gene expression analysis.,"No | evidence: Description: MPNST orthoxenograft models of malignant peripheral nerve sheath tumors | justification: The study focuses on malignant peripheral nerve sheath tumors, not ALS-FTD.","No | evidence: Source tissue: primary MPNSTs implanted in sciatic nerve of mice | justification: Samples are peripheral nerve tumors and xenografts, not CNS or brain tissue.","Yes | evidence: Study uses patient-derived MPNST orthoxenograft models in nude mice | justification: The dataset is based on in vivo preclinical xenograft models, not direct patient tissue.",No | evidence: No case/control grouping described; samples are tumor passages and primary tumors | justification: There is no case vs. control design; all samples are tumor-derived.,Yes | evidence: Sample source: peripheral nerve (sciatic nerve) and mouse xenografts | justification: No brain regions sampled; peripheral nerve tissue is irrelevant for ALS-FTD CNS pathology.,No | evidence: Technology: Array assay | justification: The study uses compatible microarray transcript profiling.,"justification: The dataset does not involve ALS-FTD, human CNS tissue, or a clinical case-control design, and instead uses peripheral nerve xenograft models of MPNST, so it fails multiple inclusion criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-67527,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: Dataset uses human microarray (array-based transcription profiling),"No | evidence: Title: fibroblasts of SPOAN affected patients; Cell type attribute: SPOAN syndrome | justification: Disease studied is SPOAN syndrome, not ALS-FTD","No | evidence: Source Characteristics: Organism part: Skin fibroblast | justification: Samples derive from skin fibroblasts, not CNS tissue",Yes | evidence: Cell type: skin fibroblast cell lines derived from patients | justification: Study uses patient-derived in vitro fibroblast cell lines,Yes | evidence: 4 SPOAN affected patients and 4 healthy controls | justification: Design compares patient group vs control group,No | evidence: Source Characteristics: Skin fibroblast | justification: No brain regions sampled,No | evidence: Technology: Array assay | justification: Microarray profiling is compatible,"justification: Dataset uses human microarray on fibroblasts for SPOAN syndrome, not ALS-FTD, and lacks CNS tissue; it fails key disease and tissue criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-68240,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,"Yes | evidence: Study type: transcription profiling by array; Technology: Array assay, RNA assay | justification: The experiment uses microarray-based transcription profiling on human samples.",Yes | evidence: Samples derived from sporadic ALS patients vs. controls | justification: The study compares gene expression in ALS patient–derived cells relative to controls.,"No | evidence: Samples are hiPSC-derived motor neurons from patient fibroblasts, not tissue biopsies | justification: Cells were differentiated in vitro and are not directly from human CNS tissue.",Yes | evidence: hiPSC-derived motor neurons from peripheral nerve fibroblasts | justification: The dataset uses patient-derived in vitro cell models rather than clinical tissue samples.,Yes | evidence: Two-condition experiment: 3 ALS replicates vs. 3 controls | justification: The study design directly compares cases and controls.,"No | evidence: No actual brain regions sampled | justification: Experiment uses in vitro cells, so regional relevance does not apply.",No | evidence: Technology: Array assay (microarray) | justification: The platform is compatible with microarray expression profiling.,"justification: Although the dataset is human and uses microarrays to study ALS, it relies on hiPSC-derived motor neuron cultures rather than clinical CNS tissue, triggering exclusion criterion #4.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-7423,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA | justification: Microarray analysis was used for human transcription profiling.,"No | evidence: Title and description focus on HMSN1A, HMSN-LOM and CCFDN demyelinating neuropathies | justification: Study investigates hereditary peripheral neuropathies, not ALS-FTD.","No | evidence: Samples are human Schwann cell lines | justification: Schwann cells are peripheral glia, not CNS tissue.","Yes | evidence: Description: analyzed human Schwann cell lines from patients and normals | justification: Dataset uses patient‐derived in vitro cell lines, not clinical tissue.",Yes | evidence: Compared patient‐derived Schwann cell lines versus healthy subjects on two‐color arrays | justification: Design includes patient (case) versus healthy (control) comparisons.,"Yes | evidence: Samples are Schwann cell lines (PNS), not CNS regions | justification: No CNS regions sampled; PNS Schwann cells are irrelevant to ALS-FTD pathology.",No | evidence: Technology: Array assay; Assay by Molecule: RNA | justification: Microarray profiling is compatible with inclusion criteria.,"justification: Although the study uses human microarrays and a case/control design, it investigates peripheral demyelinating neuropathies in Schwann cell lines rather than ALS-FTD in CNS tissue, and involves in vitro cell models. It fails disease and tissue criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-MEXP-2280,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: Genome-wide expression profiles were generated on human samples using microarray technology.,"No | evidence: Disease groups: Alzheimer’s disease, PSP, Pick disease, FTD; no ALS cases | justification: Although FTD is included, the dataset does not include ALS or focus on the ALS-FTD spectrum.",Yes | evidence: Source Characteristics: Organism part = medial temporal lobe; post-mortem tissue | justification: Samples are from snap-frozen human medial temporal lobe tissue.,"No | evidence: Source Characteristics: post-mortem tissue; no cell lines/models reported | justification: All samples are direct human CNS tissue, with no in vitro cell lines or disease models.","Yes | evidence: 5 patients per disease vs 5 control subjects matched for age, gender, haplotype | justification: The study contrasts disease groups against matched controls.","No | evidence: Organism part: medial temporal lobe | justification: The medial temporal lobe is part of the temporal cortex, a region affected in FTD.","No | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: Microarray expression profiling is the platform used, with no RNA-seq or proteomics.","justification: Meets human microarray, CNS tissue, case/control design and technology criteria but does not target the ALS-FTD spectrum (no ALS cases).",No,No,True,,,,,,,,,
als-ftd-screened_E-MEXP-3260,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: The study uses human RNA expression profiling on microarray platform,No | evidence: Disease: amyotrophic lateral sclerosis only; no mention of frontotemporal dementia | justification: The dataset pertains solely to ALS without FTD component,"No | evidence: Source Characteristics: Organism part: muscle | justification: Samples are from skeletal muscle, not CNS tissue",No | evidence: All samples are human muscle biopsies from patients and healthy controls | justification: No in vitro cell lines or disease models are used,Yes | evidence: Organism part: muscle; Disease: normal vs amyotrophic lateral sclerosis | justification: Samples include both diseased (ALS) and healthy control muscle biopsies,Yes | evidence: Organism part: muscle | justification: Tissue sampled (skeletal muscle) is not a CNS region affected by ALS-FTD,"No | evidence: Technology: Array assay; Assay by Molecule: RNA assay | justification: Study uses microarray expression profiling, which is compatible","justification: Although the dataset uses human microarray profiling and has a case/control design for ALS, it does not include FTD, uses muscle instead of CNS tissue, and thus fails key criteria for inclusion",No,No,False,,,,,,,,,
als-ftd-screened_E-MTAB-1925,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: The dataset uses microarray-based transcription profiling on human RNA samples.,"Yes | evidence: Samples include ALS patients carrying a C9ORF72 repeat expansion | justification: The study involves amyotrophic lateral sclerosis patients, which falls within the ALS-FTD spectrum.","Yes | evidence: Organism part: motor cortex (post-mortem) | justification: Samples are from human motor cortex, a CNS region relevant to ALS.",No | evidence: Samples are post-mortem brain tissue; no in vitro cell lines or models | justification: No patient-derived cell lines or disease models are used.,Yes | evidence: Sample groups: healthy controls vs ALS patients | justification: The design compares disease cases to controls.,No | evidence: Organism part: motor cortex | justification: Motor cortex is a region significantly affected by ALS pathology.,"No | evidence: Technology: Array assay | justification: The study uses microarray, which is compatible with inclusion criteria.","justification: Dataset meets all inclusion criteria (human microarray, ALS cases and controls, relevant CNS tissue, case-control design) and has no exclusion features.",Yes,Yes,True,,,,,,,,,
als-ftd-screened_E-MTAB-1926,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: The experiment uses human microarray-based RNA expression profiling.,"No | evidence: Samples are fibroblasts from ALS patients (SOD1 and C9ORF72) and controls; no frontotemporal dementia mentioned | justification: The study focuses on ALS only, without FTD context.","No | evidence: Cell type: fibroblast; Organism part not specified as CNS | justification: Samples are skin-derived fibroblasts, not CNS tissue.",Yes | evidence: Experimental design: in_vitro_design; Cell type: fibroblast | justification: Fibroblasts are patient-derived cells cultured in vitro.,Yes | evidence: Experimental design includes disease_state_design comparing ALS versus healthy controls | justification: The study compares patient samples (ALS) to controls in a case/control setup.,"No | evidence: Samples are fibroblasts, not brain regions | justification: No brain tissue is sampled, so irrelevant brain region criterion does not apply.","No | evidence: Technology: Array assay; Study type: transcription profiling by array | justification: The dataset uses microarray expression profiling, which is compatible.","justification: Although it uses human microarray profiling in a case/control design, it studies fibroblasts (not CNS tissue) and lacks FTD context, so it fails key inclusion criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-MTAB-1927,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: Dataset uses array-based transcription profiling (microarray) on RNA samples,"Yes | evidence: Disease factors: C9ORF72 amyotrophic lateral sclerosis, SOD1 D90A amyotrophic lateral sclerosis | justification: Dataset models ALS mutations (C9ORF72, SOD1) relevant to ALS-FTD spectrum","No | evidence: Cell type: neuron differentiated from induced pluripotent stem cell | justification: Samples are in vitro iPSC-derived neurons, not human CNS tissue",Yes | evidence: Cell type: neuron differentiated from induced pluripotent stem cell; Experimental Designs: in_vitro_design | justification: Uses patient-derived iPSC neuronal cell lines (in vitro model),Yes | evidence: Experimental Designs: disease_state_design; compares mutant vs control | justification: Study compares ALS-mutant iPSC-derived neurons against controls,No | evidence: No organism part specified (in vitro cells) | justification: No actual brain region sampled,No | evidence: Technology: Array assay | justification: Microarray expression profiling is compatible,justification: Excluded because it uses patient-derived in vitro cell lines rather than human CNS tissue,No,No,False,,,,,,,,,
als-ftd-screened_E-MTAB-2325,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Generic.SingleColor.014850 | justification: Uses microarray-based RNA expression profiling,"Yes | evidence: Disease: Sporadic Amyotrophic Lateral Sclerosis | justification: Includes sporadic ALS patients, part of the ALS-FTD spectrum",Yes | evidence: Organism part: v4 cortex; Homo sapiens | justification: Analyzes human motor cortex tissue,No | evidence: Cell type/line: Not found; samples are post‐mortem tissues | justification: No in vitro cell lines or disease models used,Yes | evidence: Experimental Designs: case control design | justification: Compares ALS cases to healthy controls,No | evidence: Organism part: motor cortex | justification: Motor cortex is a primary CNS region affected in ALS,"No | evidence: Technology: Array assay; RNA assay | justification: Dataset uses microarray, which is compatible","justification: Dataset meets all inclusion criteria: human microarray profiling of ALS vs control in motor cortex, with a case–control design and no disqualifying models or regions.",Yes,Yes,True,,,,,,,,,
