custom_id,source_list,target_disease,error,model,q1_human_microarray_expression_profiling,q2_target_disease,q3_human_cns_tissue,q4_non_clinical,q5_case_control_design,q6_irrelevant_brain_region,q7_incompatible_technology,q8_inclusion_justification,q9_include_dataset,final_include,in_actual,q7_intermediate_phenotype,q8_familial_alzheimer_disease,q9_incompatible_technology,q10_inclusion_justification,q11_include_dataset,q7_familial_disease,q8_incompatible_technology,q9_inclusion_justification,q10_include_dataset
als-ftd-screened_E-GEOD-47554,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Description: 'mRNA microarrays' | justification: Dataset uses microarray-based RNA expression profiling,"No | evidence: Title and description describe gastric carcinoma metastasis, no mention of ALS or FTD | justification: Disease context is cancer, not ALS-FTD","No | evidence: Organism part: Xenografted tumor metastasized to ovaries and stomach wall | justification: Samples are from tumor tissues in mice, not human CNS",Yes | evidence: Description: 'in vivo orthotopic gastric cancer mouse model'; human tumor cells injected into BALB/c nude mice | justification: Study uses a mouse xenograft model rather than clinical human samples,"No | evidence: No case/control groups reported—only different xenograft tumor samples | justification: Design compares tumor-derived cell lines, not patients versus healthy controls","No | evidence: Samples are gastric and ovarian tumors, no brain regions sampled | justification: No brain/CNS regions are involved","No | evidence: Study type: transcription profiling by array | justification: Technology is microarray, which is compatible","justification: Excluded because the study models gastric cancer metastasis in mice, not human ALS-FTD CNS samples, and uses a non-clinical xenograft design",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-52390,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: The dataset uses an array-based platform (Infinium HumanHT-12) to profile RNA expression in human samples.,"No | evidence: Title: Integrative DNA methylation and gene expression analysis in high-grade soft tissue sarcomas | justification: The study focuses on soft tissue sarcomas, not ALS-FTD.",No | evidence: Organism part: Not found; Samples are sarcoma tissues and cell lines | justification: No CNS or brain tissue samples are included; tissues are sarcomas and fat.,"Yes | evidence: Samples include 13 representative sarcoma cell lines (e.g., HT1080, MLS402) | justification: The dataset contains tumor cell lines derived in vitro.",No | evidence: Experimental Designs: Not found; only sarcoma subtypes and cell lines described | justification: There is no defined case/control comparison of disease vs. healthy controls.,"Yes | evidence: Samples are high-grade soft tissue sarcomas and fat, no brain/CNS regions | justification: Tissues sampled are non-CNS (soft tissue and fat), irrelevant to ALS-FTD neurodegeneration.","No | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: The technology is microarray, which is compatible with inclusion criteria.","justification: Although the dataset uses human microarray profiling, it is focused on soft tissue sarcomas (non-CNS), includes cell lines, and lacks a case/control design for ALS-FTD; thus it is not relevant.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-5287,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Organism: Homo sapiens | justification: Affymetrix GeneChip microarray was used for expression profiling in human samples,"No | evidence: Title and description refer to bladder cancer, not ALS-FTD | justification: The dataset investigates bladder cancer response to chemotherapy, not ALS-FTD","No | evidence: Samples are tumors from bladder cancer patients | justification: Tissue source is bladder, not CNS or brain regions","No | evidence: Tumor material was obtained directly from patients | justification: These are primary tumor specimens, not cell lines or disease models","No | evidence: Study includes only bladder cancer patients without a healthy control group | justification: Design is prognostic marker study correlating expression with survival, not case/control",Yes | evidence: Organism part: bladder tumor | justification: Bladder is not affected by ALS-FTD neurodegeneration,No | evidence: Technology: Array assay; transcription profiling by array | justification: Microarray profiling is compatible with inclusion criteria,justification: Excluded because it studies bladder cancer in non-CNS tissue and does not relate to ALS-FTD,No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-52917,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Affymetrix miRNA 3.0 arrays | justification: Uses microarray technology to profile non-coding RNAs (miRNAs) in human samples,Yes | evidence: Title and description focus on sporadic and familial ALS patients and mutation carriers | justification: Dataset pertains to amyotrophic lateral sclerosis (ALS),"No | evidence: Description: expression profiles of miRNAs in the serum of ALS patients | justification: Samples are peripheral serum, not CNS tissue",No | evidence: Samples derived from patient serum | justification: No in vitro cell lines or disease models used,"Yes | evidence: Data compared to age- and gender-matched healthy controls | justification: Includes ALS cases (sALS, fALS, mutation carriers) versus controls",No | evidence: No brain tissue sampled | justification: Not applicable—no CNS regions involved,No | evidence: Array assay on RNA (Affymetrix miRNA 3.0 arrays) | justification: Microarray profiling is compatible,"justification: Although the technology and disease focus are appropriate, the dataset uses serum rather than human CNS tissue, so it does not meet the CNS tissue inclusion criterion.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-59128,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: Dataset uses human RNA profiling on microarray arrays,"No | evidence: Description: airway epithelial injury model; no mention of ALS or FTD | justification: Focus is on airway epithelial injury, not ALS-FTD","No | evidence: Samples: primary and differentiated airway epithelial cells | justification: Tissue is airway epithelium, not CNS","Yes | evidence: Cells grown in submersion culture and subjected to mechanical injury in vitro | justification: Study uses patient-derived cell cultures, not clinical tissue","No | evidence: Experimental factors are injury type vs sham in cultured cells, not patient vs control | justification: Design compares cell injury models, not clinical case/control groups","Yes | evidence: Organism part: airway epithelium | justification: Samples originate from airway tissue, not brain regions affected in ALS-FTD",No | evidence: Technology: Array assay | justification: Microarray technology is compatible,"justification: Excluded: not ALS-FTD, not CNS tissue, non-clinical in vitro model, lacks case/control design",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-60082,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The study uses microarray-based transcription profiling of RNA.,"No | evidence: Title and description focus on malignant peripheral nerve sheath tumors (MPNST), no mention of ALS or FTD. | justification: The disease studied is MPNST, not ALS-FTD.","No | evidence: Samples are primary MPNSTs and orthoxenografts from sciatic nerve in mice; no brain or CNS regions sampled. | justification: Tissue originates from peripheral nerve tumors, not human CNS.","Yes | evidence: Dataset uses patient-derived MPNST orthoxenograft models in nude mice. | justification: This is a preclinical in vivo model, not direct patient clinical samples.",No | evidence: No control (healthy) group or case/control comparison described; only tumor samples and passages. | justification: Experimental design lacks a case vs. control group.,"Yes | evidence: Sampling from peripheral nerve sheath tumors, not brain regions impacted by ALS-FTD. | justification: Study does not involve CNS regions relevant to ALS-FTD neurodegeneration.",No | evidence: Assay technology is microarray expression profiling. | justification: Microarray is compatible with inclusion criteria.,"justification: Although the technology is compatible, the dataset studies MPNST in an orthoxenograft mouse model, involves peripheral nerve rather than ALS-FTD‐relevant CNS tissue, and lacks a case/control design. Thus it does not meet disease or tissue criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-67527,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: The dataset uses microarray technology to profile RNA expression in human samples.,"No | evidence: Cell type: Healthy, SPOAN syndrome | justification: The study focuses on SPOAN syndrome (spastic paraplegia, optic atrophy, neuropathy), not ALS-FTD.","No | evidence: Organism part: Skin fibroblast | justification: Samples are skin fibroblasts, not central nervous system tissue.",Yes | evidence: Cell type: Skin fibroblast | justification: This study analyzes patient-derived fibroblast cell lines in vitro.,Yes | evidence: 4 SPOAN affected patients and 4 healthy controls | justification: The design compares affected individuals to healthy controls.,No | evidence: No brain or CNS region sampled | justification: No brain regions are involved; only fibroblasts are profiled.,"No | evidence: Technology: Array assay | justification: The study employs microarray profiling, which is compatible.","justification: Excluded because it does not study ALS-FTD, uses non-CNS fibroblast samples, and is a patient-derived cell line study.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-68240,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Organism: Homo sapiens | justification: Gene expression measured by microarray on human samples,"No | evidence: Samples derived from sporadic ALS patients; no mention of FTD | justification: Dataset covers ALS only, not the broader ALS-FTD spectrum","No | evidence: Samples are hiPSC-derived motor neurons from peripheral nerve fibroblasts | justification: In vitro differentiated cells, not direct CNS tissue",Yes | evidence: hiPSC-derived motor neurons from patient fibroblasts | justification: Uses patient-derived in vitro cell model,Yes | evidence: Two-condition experiment: ALS motor neurons vs controls; 3 replicates each | justification: Classic case/control design,No | evidence: No CNS region sampled; cells are cultured motor neurons | justification: Not applicable; no brain region involvement,No | evidence: Technology: Array assay | justification: Microarray is a compatible technology,justification: Dataset uses in vitro hiPSC-derived motor neuron model rather than human CNS tissue and does not cover FTD; therefore it fails criteria for clinical CNS tissue in ALS-FTD context.,No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-7423,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Organism: Homo sapiens | justification: Dataset uses human samples and a microarray platform for expression profiling.,"No | evidence: Title and description focus on hereditary motor and sensory neuropathies (HMSN1A, HMSN-LOM, CCFDN), not ALS or FTD | justification: Disease context is peripheral demyelinating neuropathies, not ALS-FTD.","No | evidence: Samples are human Schwann cell lines | justification: Schwann cells are peripheral nervous system glia, not CNS tissue.",Yes | evidence: Analysis performed on human Schwann cell lines derived from patients and controls | justification: In vitro cell line models used rather than clinical tissue samples.,No | evidence: All samples (Cy3) were compared to a common reference pool (Cy5); no direct case versus control comparison was described | justification: Experimental design does not follow a standard case-control setup.,Yes | evidence: Study uses Schwann cells (PNS) rather than any brain region | justification: Peripheral nerve glia are not relevant CNS regions affected in ALS-FTD.,No | evidence: Technology: microarray | justification: Microarray expression profiling is compatible with inclusion criteria.,"justification: This dataset uses in vitro Schwann cell lines from peripheral neuropathy patients (non-ALS-FTD), lacks CNS tissue, and does not employ a case-control design, thus failing multiple inclusion criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-MEXP-2280,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: Genome-wide expression profiling by microarray on human post‐mortem tissue,"No | evidence: Diseases profiled: Alzheimer’s disease, PSP, PiD and FTD (no ALS samples) | justification: Dataset includes frontotemporal dementia but does not include amyotrophic lateral sclerosis cases",Yes | evidence: Source Characteristics: medial temporal lobe; Organism: Homo sapiens | justification: Post‐mortem human CNS region tissue (medial temporal lobe),"No | evidence: Cell type/line: Not found; Samples: snap frozen post‐mortem tissue | justification: No in vitro cell lines or disease models, all samples are clinical tissue",Yes | evidence: 5 control subjects vs disease groups; Experimental Factor: disease_state_design | justification: Clear case (disease) vs control comparison,No | evidence: Organism part: medial temporal lobe | justification: Medial temporal lobe is relevant to FTD pathology,No | evidence: Technology: Array assay; Assay by Molecule: RNA assay | justification: Microarray‐based expression profiling is compatible,"justification: Although the dataset meets all technical criteria (human microarray, CNS tissue, case/control, relevant region), it does not include ALS cases, so it fails the disease criterion.",No,No,True,,,,,,,,,
als-ftd-screened_E-MEXP-3260,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA | justification: Human microarray-based gene expression profiling was performed on RNA from patient samples.,"Yes | evidence: Disease: amyotrophic lateral sclerosis | justification: The study investigates gene expression changes in patients diagnosed with ALS, which falls within the ALS-FTD spectrum.","No | evidence: Organism part: muscle | justification: Samples were taken from skeletal muscle biopsies, not CNS tissue.",No | evidence: Samples: human biopsies; no cell lines or model systems described | justification: All samples are primary human muscle tissue rather than in vitro cell lines or disease models.,Yes | evidence: Disease_state: normal vs amyotrophic lateral sclerosis | justification: The experimental design compares ALS patient samples (case) to healthy controls.,Yes | evidence: Organism part: muscle | justification: Muscle is not a brain region and is not part of CNS tissues affected by ALS-FTD neurodegeneration.,"No | evidence: Technology: Array assay | justification: The platform is microarray-based expression profiling, which is compatible.","justification: Although the dataset uses human microarray profiling and includes ALS cases vs controls, it is excluded because the tissue (skeletal muscle) is not from CNS regions relevant to ALS-FTD.",No,No,False,,,,,,,,,
als-ftd-screened_E-MTAB-1925,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Organism: Homo sapiens | justification: The experiment uses microarray-based transcription profiling on human samples.,"Yes | evidence: Samples include amyotrophic lateral sclerosis patients with C9ORF72 mutation and healthy controls | justification: The study focuses on ALS patients, part of the ALS-FTD disease spectrum.",Yes | evidence: Source Characteristics: Organism part: motor cortex; post-mortem brain cortex | justification: Samples are human CNS motor cortex tissue.,"No | evidence: Samples are post-mortem brain tissue, not in vitro cell lines | justification: No patient-derived cell lines or disease models are used.",Yes | evidence: Comparison between healthy controls and ALS patients; Experimental Designs include disease state design | justification: The study uses a case/control design (control vs ALS).,No | evidence: Brain region sampled: motor cortex | justification: Motor cortex is significantly affected in ALS and relevant to ALS-FTD.,"No | evidence: Technology: Array assay | justification: The platform is microarray, which is compatible with expression profiling criteria.","justification: The dataset meets all inclusion criteria: human microarray profiling, ALS (C9ORF72) cases vs controls, relevant CNS tissue, case/control design, and uses compatible technology without in vitro or model systems.",Yes,Yes,True,,,,,,,,,
als-ftd-screened_E-MTAB-1926,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens | justification: Dataset uses human RNA microarrays,"No | evidence: Disease: SOD1 mutant amyotrophic lateral sclerosis, C9ORF72 amyotrophic lateral sclerosis; no mention of frontotemporal dementia | justification: Focus is on ALS fibroblasts without FTD component","No | evidence: Cell type: fibroblast; Organism part not specified as CNS | justification: Samples are dermal fibroblasts, not CNS tissue",Yes | evidence: Cell type/line: fibroblast; Experimental design includes in_vitro_design | justification: Uses patient-derived fibroblast cell lines in vitro,Yes | evidence: Comparisons between RNA samples from healthy controls and ALS patients | justification: Study contrasts patient fibroblasts versus controls,No | evidence: Samples are fibroblasts (no brain region) | justification: No brain tissue involved,"No | evidence: Study type: transcription profiling by array | justification: Uses microarray, which is compatible",justification: Fails key criteria: not CNS tissue and uses in vitro fibroblast lines; does not involve FTD,No,No,False,,,,,,,,,
als-ftd-screened_E-MTAB-1927,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: The study uses human RNA samples profiled on microarray arrays.,"No | evidence: Disease: C9ORF72 amyotrophic lateral sclerosis, SOD1 D90A amyotrophic lateral sclerosis | justification: The dataset focuses on ALS mutations and does not include frontotemporal dementia cases.","No | evidence: Cell type: neuron differentiated from induced pluripotent stem cell | justification: Samples are iPS-derived neurons in vitro, not human CNS tissue from patients.",Yes | evidence: Cell type: neuron differentiated from induced pluripotent stem cell; Experimental Designs: in_vitro_design | justification: The dataset uses patient-derived iPS cell lines differentiated into neurons (in vitro model).,"Yes | evidence: Experimental Factors: disease (C9ORF72 ALS, SOD1 ALS vs normal) | justification: Comparisons are made between mutant iPS-derived neurons and control neurons.",No | evidence: No actual brain regions sampled; samples are in vitro neurons | justification: No CNS regions—relevant or irrelevant—are profiled.,"No | evidence: Technology: Array assay | justification: The experiment uses microarray expression profiling, which is compatible.","justification: Excluded because samples are in vitro iPS-derived neurons rather than human CNS tissue, and the disease context covers ALS only without FTD involvement.",No,No,False,,,,,,,,,
als-ftd-screened_E-MTAB-2325,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Generic.SingleColor.014850; Assay by Molecule: RNA assay | justification: The dataset uses human single-color microarray expression profiling.,"No | evidence: Experimental Factors: Disease: normal, Sporadic Amyotrophic Lateral Sclerosis | justification: The study includes only ALS patients, with no mention of frontotemporal dementia.",Yes | evidence: Source Characteristics: Organism part: v4 cortex | justification: Samples are from human motor cortex (CNS tissue).,No | evidence: Cell type/line: Not found; Samples are post-mortem human tissue | justification: No patient-derived cell lines or disease models are used.,Yes | evidence: Experimental Designs: case control design | justification: The study compares ALS cases with control samples.,No | evidence: Organism part: v4 cortex (motor cortex) | justification: Motor cortex is a region significantly affected in ALS.,No | evidence: Technology: Array assay; Study type: transcription profiling by array | justification: The technology is compatible microarray profiling.,"justification: Although the dataset meets criteria for human microarray, ALS, CNS tissue, case/control design, and array technology, it does not include any frontotemporal dementia cases and thus fails the target disease criterion.",No,No,True,,,,,,,,,
