custom_id,source_list,target_disease,error,model,q1_human_microarray_expression_profiling,q2_target_disease,q3_human_cns_tissue,q4_non_clinical,q5_case_control_design,q6_irrelevant_brain_region,q7_incompatible_technology,q8_inclusion_justification,q9_include_dataset,final_include,in_actual,q7_intermediate_phenotype,q8_familial_alzheimer_disease,q9_incompatible_technology,q10_inclusion_justification,q11_include_dataset,q7_familial_disease,q8_incompatible_technology,q9_inclusion_justification,q10_include_dataset
als-ftd-screened_E-GEOD-47554,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Samples list 'Organism: Homo sapiens' and description states 'mRNA microarrays'. | justification: The study performed mRNA microarray (array-based RNA) profiling on human-derived tumor samples (Homo sapiens).,"No | evidence: Title and Description discuss gastric carcinoma metastasis to ovary and an orthotopic mouse model of gastric cancer; 'Disease' field not related to ALS/FTD. | justification: The dataset concerns human gastric carcinoma and metastasis, not amyotrophic lateral sclerosis or frontotemporal dementia.","No | evidence: Experimental Factors 'Organism part' values: xenografted tumor metastasized to ovaries, xenografted tumor formed in the stomach; Description references stomach and ovary tissues. | justification: Samples are tumor tissues (stomach/ovary xenografts), not human brain or CNS regions.","Yes | evidence: Description: human gastric carcinoma SNU-16 cells were orthotopically injected into BALB/c nude mice to generate xenografted tumors; samples are from those xenografts. | justification: This is an in vivo disease model (human tumor cell line xenografted into mice), which falls under patient-derived/disease model exclusion.","No | evidence: Experimental Designs: Not found; Experimental Factors only list 'ORGANISM PART'; Sample count = 4 with groups being tumor origins (16S, 16SS, 16O, 16OO2) rather than disease vs healthy control. | justification: No clear case/control comparison (disease vs healthy control) is provided; samples are different tumor-derived conditions in a model system.",Yes | evidence: Organism part values and Description indicate stomach and ovary xenografted tumors; no brain/CNS regions sampled. | justification: The sampled tissues are peripheral (stomach/ovary) and not regions affected by ALS-FTD neurodegeneration.,"No | evidence: Technology: Array assay; Study type: transcription profiling by array; Assay by Molecule: RNA assay. | justification: The dataset used microarray technology (compatible with inclusion requirement 1), not RNA-seq or proteomics.","justification: Exclude. Although the dataset uses human microarray profiling (meets criterion 1), it is about gastric carcinoma metastasis (not ALS-FTD), contains no human CNS tissue, uses a xenograft disease model in mice (exclusion criterion 4), and lacks a case/control design. Therefore it fails criteria 2, 3, 4 and 5.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-52390,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,"Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Description: We used the Infinium HumanHT-12 platform to profile gene expression in 79 primary, untreated high-grade soft tissue sarcomas ... and 13 representative sarcoma cell lines; Organism: Homo sapiens; Assay by Molecule: RNA assay. | justification: Human samples were profiled for gene expression using the Illumina HumanHT-12 microarray platform (array-based transcription profiling).","No | evidence: Title/Description: Integrative DNA methylation and gene expression analysis in high-grade soft tissue sarcomas; Experimental Factors: SARCOMA SUBTYPE, TUMOR CELL LINE; Disease-related fields: sarcoma, non-neoplastic fat samples listed, no mention of ALS or FTD. | justification: The study focuses on soft tissue sarcomas (and fat controls), not amyotrophic lateral sclerosis or frontotemporal dementia.","No | evidence: Description: profiling in 79 primary ... soft tissue sarcomas and two non-neoplastic fat samples; Organism part: Not found; Sample/tissue attributes list tumor cell lines and sarcoma tissue, no brain/CNS tissue reported. | justification: Samples are soft tissue sarcomas and fat, not brain or other CNS regions.","Yes | evidence: Samples: 13 representative sarcoma cell lines listed (e.g., HT1080, MLS1765, SW872, FU-DDLS-1, etc.); Experimental Factors include TUMOR CELL LINE. | justification: The dataset includes patient-derived (or established) tumor cell lines in addition to primary tumors, meeting the exclusion criterion for in vitro cell line/disease-model samples.","No | evidence: Experimental Designs: Not found; Experimental Factors: SARCOMA SUBTYPE, TUMOR CELL LINE, AGE YRS, SEX; Description: profiling of sarcoma subtypes with two non-neoplastic fat samples, no explicit case vs control groups described. | justification: The study compares sarcoma subtypes and includes cell lines and a small number of fat samples but does not present a defined case/control experimental design for disease vs matched controls.",Yes | evidence: Samples are soft tissue sarcomas and adipose (non-neoplastic fat) samples; Organism part: Not found; no CNS/brain regions reported. | justification: No brain/CNS regions are sampled; tissues are irrelevant to ALS-FTD neurodegeneration.,"No | evidence: Study type: transcription profiling by array; Technology: Array assay; Platform: Infinium HumanHT-12. | justification: The assay is microarray-based gene expression profiling, which is compatible with inclusion (not RNA-seq or proteomics).","justification: Exclude. Although this is human microarray expression data, the study is about soft tissue sarcomas (not ALS-FTD), uses non-CNS tissues (sarcoma and fat) and includes tumor cell lines, and it does not follow a case/control ALS-FTD design. These factors violate multiple inclusion/exclusion criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-5287,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Description: Affymetrix GeneChip expression profiling was carried out using tumor material from 30 patients; Assays and Data: Technology: Array assay; Organism: Homo sapiens. | justification: The study used Affymetrix microarray (GeneChip) transcription profiling on human samples.,"No | evidence: Title: Transcription profiling of human advanced bladder cancer ...; Description: ... patients with locally advanced and metastatic transitional cell carcinoma of the urothelium; Experiment Overall Design: Tumors from 30 patients with advanced bladder cancer used in the study. | justification: The dataset pertains to bladder cancer (urothelial carcinoma), not amyotrophic lateral sclerosis or frontotemporal dementia.","No | evidence: Description and experiment design indicate tumor tissue from bladder (advanced bladder cancer); Organism part: Not found but study context and title specify bladder tumors. | justification: Samples are bladder tumor tissues, not human brain/CNS tissue.","No | evidence: Description: Affymetrix GeneChip expression profiling was carried out using tumor material from 30 patients; Experiment Overall Design: Tumors from 30 patients used in the study. | justification: Data derive from patient tumor tissue (clinical samples), not patient-derived in vitro cell lines or experimental disease models.","No | evidence: Experimental Designs: unknown_experiment_design_type, transcription profiling by array; Description: analysis identified genes correlating with survival after chemotherapy; Sample count: 30. | justification: Study is a tumor cohort/survival/prognostic analysis rather than a case versus healthy control design.","Yes | evidence: Title and description specify bladder cancer and tumor material from bladder; no CNS/brain regions sampled. | justification: Samples originate from bladder, a non-CNS tissue not affected by ALS-FTD neurodegeneration.",No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Description: Affymetrix GeneChip expression profiling. | justification: The experiment used microarray technology (compatible). No RNA-seq or proteomics technologies reported.,"justification: Although the dataset uses human microarray expression profiling, it does not study ALS-FTD and it does not involve human CNS tissue; samples are bladder tumors and the design is a prognostic cohort rather than case/control. Therefore it fails key inclusion criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-52917,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; 53 Affymetrix miRNA 3.0 arrays. | justification: The experiment used Affymetrix miRNA microarrays to profile human non-coding RNAs (miRNAs) — a microarray-based RNA expression assay.,"Yes | evidence: Title and description repeatedly reference ALS (sporadic ALS, familial ALS, asymptomatic ALS mutation carriers); comparisons of ALS groups to healthy controls. | justification: The study specifically investigates amyotrophic lateral sclerosis (ALS) patients and mutation carriers (within the ALS/ALS-FTD clinical spectrum).","No | evidence: Description: 'serum ncRNA profiles...'; sample source described as serum; Organism: Homo sapiens; Organism part: not found. | justification: Samples are blood-derived serum, not human brain or CNS tissue.","No | evidence: Description indicates serum from sALS, fALS, mutation carriers and healthy controls; no mention of cell lines or in vitro models. | justification: All samples are patient-derived biofluids (serum) rather than patient-derived cell lines or experimental disease models.","Yes | evidence: Comparisons reported: 9 fALS patients vs 10 controls, 18 mutation carriers vs 8 controls, 18 sALS patients vs 16 controls; age- and gender-matched controls mentioned. | justification: The study performed direct case-versus-control comparisons across multiple subject groups.","Yes | evidence: Samples are serum rather than brain/CNS regions. | justification: Because the dataset uses peripheral serum, it does not sample CNS brain regions relevant to ALS-FTD neurodegeneration.","No | evidence: Technology listed as Array assay; Affymetrix miRNA 3.0 arrays used. | justification: The platform is microarray-based (compatible with inclusion requirement #1), not RNA-seq or proteomics.","justification: Although this is a human microarray study of ALS with clear case/control comparisons and compatible technology, it uses serum (peripheral blood) rather than human CNS/brain tissue. Inclusion criteria require CNS regions relevant to ALS-FTD, so the dataset should be excluded.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-59128,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: The study used microarray transcription profiling on RNA (array-based expression profiling).,"No | evidence: Title and Description focus on human airway epithelial basal cell response to injury; Disease: Not found in sample annotations | justification: The dataset studies airway epithelial injury/repair and does not mention ALS, FTD, or related neurodegenerative disease.","No | evidence: Cell type: differentiated airway epithelial cells (dAEC), primary airway epithelial cells (AEC); samples obtained from donated lungs | justification: Samples are airway (lung) epithelial cells, not brain or CNS tissue.","Yes | evidence: Description: Airway epithelial cells were obtained from donated lungs and grown in submersion culture... Total RNA obtained from primary (AEC) and differentiated (dAEC) human airway epithelial cells subjected to ... in vitro | justification: The study uses primary patient-derived airway epithelial cells cultured and manipulated in vitro (an in vitro cellular model), which meets the exclusion criterion for patient-derived in vitro cell lines/models.","No | evidence: Experimental Factors: injury type, cell line id, culture condition, cell type, injury duration; Description: comparisons of injured (mechanical injury / cyclic stretch) vs sham control in cultured cells | justification: The design is an in vitro experimental treatment (injury vs sham) rather than a clinical disease case vs unaffected control case/control study.","Yes | evidence: Organism part: not brain; Cell type: airway epithelial cells from lungs; Title: human airway epithelial basal cell transcriptome | justification: The sampled tissue is airway epithelium (lung), which is not a CNS/brain region affected by ALS-FTD and is therefore irrelevant to ALS-FTD CNS regional inclusion.","No | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: The technology is array-based transcript profiling, which is compatible with inclusion (not RNA-seq or proteomics).","justification: Exclude. Although the dataset uses human microarray expression profiling (meets criterion 1 and compatible technology), it fails key inclusion criteria: it is not about ALS-FTD (criterion 2), does not involve human CNS/brain tissue relevant to ALS-FTD (criterion 3), and uses patient-derived in vitro cultured airway epithelial cells (exclusion criterion 4). The study design is an in vitro injury experiment rather than a clinical case/control ALS-FTD comparison (exclusion criterion 5).",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-60082,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The study used RNA expression profiling on microarray platforms (transcription profiling by array).,"No | evidence: Title and description: malignant peripheral nerve sheath tumors (MPNST), NF1-associated and sporadic MPNSTs; testing sorafenib in MPNST models. | justification: The disease studied is MPNST (a peripheral nerve tumor), not amyotrophic lateral sclerosis or frontotemporal dementia.","No | evidence: Description: primary MPNSTs implanted in the sciatic nerve of nude mice; Organism parts not listed as brain/CNS. | justification: Samples derive from peripheral nerve tumors and xenografts (sciatic nerve), not human brain or CNS tissue relevant to ALS-FTD.","Yes | evidence: Description: ""We generated five patient-derived MPNST orthoxenograft models...""; primary tumors and passages profiled to compare orthoxenografts with parental tumors. | justification: The dataset comprises patient-derived orthoxenograft (in vivo model) samples and xenograft passages, which are disease models rather than direct patient clinical tissue samples.","No | evidence: Experimental Designs: Not found; study compares primary tumors and orthoxenograft passages and tests treatments, not a case vs healthy control design. | justification: There is no evidence of a case/control design (disease vs matched healthy controls); comparisons are among tumor samples and model passages/treatments.","Yes | evidence: Samples are MPNSTs implanted in the sciatic nerve (peripheral nerve); no brain regions reported. | justification: Sampled tissue is peripheral nerve/tumor (sciatic nerve) rather than brain regions affected in ALS-FTD, so brain-region relevance criterion is not met.","No | evidence: Technology: Array assay; Assay by Molecule: RNA assay; Study type: transcription profiling by array. | justification: The technology is microarray-based gene expression profiling, which is compatible with the inclusion criteria (not RNA-seq or proteomics).","justification: Exclude. Although the dataset uses human RNA microarray profiling, it studies MPNST tumor orthoxenografts (peripheral nerve cancer models), not ALS-FTD, does not sample human CNS/brain regions relevant to ALS-FTD, involves patient-derived xenograft models, and lacks a case/control design.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-67527,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Assays and Data: Technology: Array assay; Assay by Molecule: RNA assay. | justification: The experiment is human RNA expression profiling performed on array technology (microarray).,"No | evidence: Title/Description: samples from SPOAN affected patients (spastic paraplegia, optic atrophy, and neuropathy). Disease indicated as SPOAN, not ALS or FTD. | justification: The dataset concerns SPOAN syndrome, a distinct hereditary neuropathy, not amyotrophic lateral sclerosis or frontotemporal dementia.","No | evidence: Samples > Source Characteristics: Organism part: Skin fibroblast; Description: Fibroblast samples ... | justification: Samples are skin fibroblasts (peripheral tissue), not human brain/CNS tissue.","Yes | evidence: Samples: Organism part: Skin fibroblast; Description: Fibroblast samples of 8 samples where analyzed: 4 SPOAN affected patients and 4 healthy controls. | justification: The study uses patient-derived primary fibroblast cells (in vitro cell samples), which are non-CNS, patient-derived cellular material.",Yes | evidence: Description: Fibroblast samples of 8 samples were analyzed: 4 SPOAN affected patients and 4 healthy controls. | justification: The design compares affected patients versus healthy controls (case/control groups of 4 each).,Yes | evidence: Samples: Organism part: Skin fibroblast; no brain/CNS regions reported. | justification: No brain regions sampled; skin fibroblasts are not regions affected by ALS-FTD neurodegeneration.,"No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The technology is microarray-based RNA expression profiling, which is compatible with inclusion (not RNA-seq or proteomics).","justification: Exclude. Although this is human microarray expression profiling with a case/control design, the dataset studies SPOAN syndrome (not ALS-FTD), uses patient-derived skin fibroblasts (non-CNS, in vitro), and thus does not meet disease or tissue inclusion criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-68240,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,"Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens. | justification: Study uses microarray-based transcription profiling on human-derived samples (Array assay, RNA).","Yes | evidence: Title: hiPSC-derived motor neurons: sporadic ALS patients vs. controls; Experimental Factors > Disease: control, ALS. | justification: Study compares sporadic ALS patient-derived samples to controls (ALS is within the ALS-FTD disease spectrum).","No | evidence: Title/description: hiPSC-derived motor neurons from peripheral nerve fibroblasts; Sample attributes: Cell type/line lists fibroblasts from peripheral nerve, HEK 293; Organism part: Not found. | justification: Samples are in vitro differentiated motor neurons from patient iPSCs (fibroblast-derived), not primary human CNS/brain tissue. No brain region samples reported. ","Yes | evidence: Title/description: hiPSC-derived motor neurons; Cell type/line: Fibroblasts from peripheral nerve; Cell line: HEK 293. | justification: Study uses patient-derived iPSC-differentiated motor neurons (in vitro disease model) and cell lines, which meet exclusion criterion for non-clinical in vitro models. ","Yes | evidence: Description: Two-condition experiment, ALS patients motor neurons vs. controls; Biological replicates: 3 ALS replicates, 3 control replicates; Experimental Factors: disease state. | justification: Design compares disease (ALS) vs control groups with replicates (case/control).","No | evidence: Organism part: Not found; samples are cell cultures (hiPSC-derived motor neurons) rather than brain region dissections. | justification: No brain regions are sampled, so the question of irrelevant brain regions does not apply (dataset does not include brain-region samples).",No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The platform is microarray-based (compatible); no RNA-seq or proteomics reported. ,"justification: Although the dataset is human and uses microarray profiling and has a case/control ALS design, it uses patient-derived iPSC-differentiated motor neurons and cell lines (in vitro disease model) rather than primary human CNS/brain tissue. This violates exclusion criterion 4 (in vitro disease models) and inclusion criterion 3 (requires CNS region tissue). Therefore the dataset should be excluded.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-7423,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,"Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by molecule: RNA assay; Description states microarray analysis and two-color arrays were run. | justification: The study used microarray transcription profiling on human samples (two-color arrays), satisfying the human microarray expression profiling requirement.","No | evidence: Title and description refer to Hereditary Motor and Sensory Neuropathies (HMSN1A, HMSN-LOM) and CCFDN syndrome; no mention of ALS or FTD. | justification: The dataset concerns inherited peripheral demyelinating neuropathies, not amyotrophic lateral sclerosis or frontotemporal dementia.","No | evidence: Samples are human Schwann cell lines (peripheral nervous system glia) derived from patients and controls. | justification: Schwann cells are PNS, not CNS brain tissue; the dataset does not involve human brain/CNS samples.","Yes | evidence: Description: 'We analyzed human Schwann cell lines from three normal subjects, one HMSN-LOM patient, two HMSN-1A patients and two CCFDN patients.' | justification: The study uses patient-derived in vitro Schwann cell lines (cultured cells), which are non-clinical in vitro samples.",Yes | evidence: Description notes inclusion of neuropathy patient samples and three healthy subjects; samples were compared to a common reference pool and expression profiles compared between diseased and control samples. | justification: There are both patient and healthy control groups allowing case-versus-control comparisons (reference design with patient and control samples).,"Yes | evidence: Samples are Schwann cells (PNS); ALS-FTD primarily affects central nervous system regions (motor neurons, frontal/temporal cortex). | justification: The sampled cell type/tissue (Schwann cells/PNS) is not a CNS region significantly affected by ALS-FTD neurodegeneration.",No | evidence: Technology listed as Array assay; study explicitly describes microarray (two-color arrays) and RNA assays. | justification: The technology is microarray-based and therefore compatible with the inclusion criterion for microarray expression profiling.,"justification: Although this is a human microarray study with case/control comparisons, it does not pertain to ALS-FTD and uses patient-derived in vitro Schwann cell lines from peripheral neuropathies (PNS), not human CNS brain tissue. These factors violate multiple inclusion/exclusion criteria (wrong disease, non-CNS PNS samples, in vitro cell lines).",No,No,False,,,,,,,,,
als-ftd-screened_E-MEXP-2280,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Organism: Homo sapiens; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The study is genome-wide transcription profiling performed on human (Homo sapiens) post-mortem tissue using array-based technology (microarray/RNA assay).,"Yes | evidence: Description: samples from ... 5 FTD patients and 5 control subjects; Disease listed includes FTD (and other neurodegenerative disorders). | justification: Frontotemporal dementia (FTD) cases are explicitly included; FTD lies within the ALS-FTD clinical spectrum, so the dataset pertains to the ALS-FTD disease domain.",Yes | evidence: Source Characteristics: Organism part: medial temporal lobe; Description: snap frozen post-mortem tissue from the medial temporal lobe. | justification: Samples are human post-mortem CNS tissue (medial temporal lobe).,No | evidence: Samples: post-mortem tissue (medial temporal lobe); Cell type/line: Not found. | justification: The data derive from patient post-mortem brain tissue rather than patient-derived in vitro cell lines or experimental disease models.,"Yes | evidence: Description: samples from ... 5 FTD patients and 5 control subjects; Experimental Factors: disease; Experimental Designs: disease_state_design. | justification: The study includes disease (FTD) cases and matched normal control subjects, consistent with a case/control design.","No | evidence: Organism part: medial temporal lobe; Disease: FTD listed among included disorders. | justification: Temporal lobe regions are relevant to FTD pathology; although medial temporal structures are classically emphasized in AD, temporal lobe involvement is biologically relevant to FTD, so the sampled region is not clearly irrelevant to ALS-FTD.",No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The assay uses microarray-based transcription profiling (compatible technology); no RNA-seq or proteomics indicated.,"justification: This is a human microarray transcription profiling study on post-mortem CNS tissue that includes FTD cases and matched controls, uses appropriate microarray technology, and is not based on in vitro models. The sampled temporal lobe is relevant to FTD within the ALS-FTD spectrum. Therefore the dataset meets the inclusion criteria.",Yes,Yes,True,,,,,,,,,
als-ftd-screened_E-MEXP-3260,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens. | justification: The study used array-based transcription profiling on human samples (microarray-style RNA assays).,"Yes | evidence: Title: 'Muscle Gene Expression Is a Marker of Amyotrophic Lateral Sclerosis Severity'; Disease fields: amyotrophic lateral sclerosis. | justification: Samples include patients diagnosed with amyotrophic lateral sclerosis (ALS), so the dataset pertains to the ALS side of the ALS-FTD spectrum.","No | evidence: Source Characteristics / Organism part: muscle; Description: skeletal muscle biopsies. | justification: All samples are from skeletal muscle biopsies, not brain or other CNS tissue.","No | evidence: Description: samples from human biopsies; Source Characteristics show organism part = muscle and no cell line/cell type attributes. | justification: Samples are primary human tissue biopsies, not patient-derived in vitro cell lines or disease models.",Yes | evidence: Experimental Factors: DISEASE_STATE with levels normal and amyotrophic lateral sclerosis; Experimental Designs include disease_state_design. | justification: The study compares ALS patient muscle samples to normal (control) muscle samples (case/control design).,"Yes | evidence: Organism part: muscle (no brain/CNS regions listed). | justification: Tissue is skeletal muscle, which is not a brain/CNS region and therefore not among regions directly affected by ALS-FTD neurodegeneration targeted by the inclusion criteria.","No | evidence: Technology: Array assay; Study type: transcription profiling by array. | justification: The technology is microarray-based expression profiling, which is compatible with the inclusion requirements.","justification: Although this is a human microarray case/control study of ALS (meets criteria 1, 2 and 5) and uses compatible technology, it uses skeletal muscle tissue rather than human CNS/brain regions relevant to ALS-FTD. Per inclusion criterion 3 (requirement for CNS tissue) and exclusion criterion 6, the dataset should be excluded.",No,No,False,,,,,,,,,
als-ftd-screened_E-MTAB-1925,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,"Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Organism: Homo sapiens; Assay by Molecule: RNA assay. | justification: The experiment is transcription profiling by array on human RNA (post-mortem tissue), i.e. microarray expression profiling in Homo sapiens.",Yes | evidence: Disease: amyotrophic lateral sclerosis; Clinical information: C9ORF72 amyotrophic lateral sclerosis; Title mentions ALS patients carrying C9ORF72 expansion. | justification: The study explicitly compares ALS patients (C9ORF72 expansion) to healthy controls; C9ORF72 is implicated in the ALS-FTD spectrum.,"Yes | evidence: Organism part: motor cortex; Description: RNA samples collected from post-mortem motor cortex; Organism: Homo sapiens. | justification: Samples are human post-mortem CNS tissue (motor cortex), a relevant brain region.","No | evidence: Samples: post-mortem motor cortex; Cell type/line: not found; Experimental Factors list disease and organism part, not cell lines. | justification: The dataset uses human post-mortem tissue rather than patient-derived in vitro cell lines or model systems. (The metadata's 'In vitro design' label appears inconsistent with sample descriptors.)","Yes | evidence: Experimental Designs: disease state design; Experimental Factors: disease; Source Characteristics list disease: normal, amyotrophic lateral sclerosis; Description: compare RNA from controls and ALS patients. | justification: Design compares ALS cases to healthy controls (case/control).",No | evidence: Organism part: motor cortex; Description: post-mortem motor cortex samples. | justification: Motor cortex is a primary CNS region affected in ALS and thus relevant to ALS-FTD studies.,No | evidence: Technology: Array assay; Assay by Molecule: RNA assay; Study type: transcription profiling by array. | justification: The study uses microarray technology (compatible). No RNA-seq or proteomics reported.,"justification: The dataset meets inclusion criteria: human microarray expression profiling on post-mortem CNS tissue (motor cortex), pertains to ALS (C9ORF72) within the ALS-FTD spectrum, uses a case/control design, and is not an in vitro model or incompatible technology. Therefore it is suitable for inclusion.",Yes,Yes,True,,,,,,,,,
als-ftd-screened_E-MTAB-1926,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Organism: Homo sapiens; Assay by Molecule: RNA assay. | justification: The experiment used microarray-based transcription profiling on human RNA samples.,"Yes | evidence: Description: compares RNA from fibroblasts from healthy controls, ALS patients carrying C9ORF72 expansion and ALS patients with SOD1 mutation; Disease listed: SOD1 mutant amyotrophic lateral sclerosis, C9ORF72 amyotrophic lateral sclerosis. | justification: The study directly targets amyotrophic lateral sclerosis (ALS), which lies on the ALS-FTD disease spectrum (C9ORF72 is linked to both ALS and FTD).","No | evidence: Sample attributes: Cell type: fibroblast; Organism part: Not found; Experimental design includes in_vitro_design. | justification: Samples are patient-derived fibroblasts (peripheral cells), not human brain/CNS tissue.","Yes | evidence: Sample attributes: Cell type: fibroblast; Experimental Designs include in_vitro_design; Description: fibroblasts from patients and controls. | justification: The dataset uses patient-derived primary fibroblasts cultured/assayed in vitro, i.e., non-CNS patient-derived cell lines, which meet the exclusion criterion for in vitro models.","Yes | evidence: Description: compares RNA from fibroblasts from healthy control patients and ALS patients; Experimental Factors: disease; Experimental Designs include disease_state_design. | justification: The study compares case (ALS) versus control (healthy) groups, satisfying a case/control design.","No | evidence: Samples are fibroblasts (no brain regions sampled); Organism part not provided. | justification: No brain/CNS regions are sampled, so the question of irrelevant brain region does not apply.","No | evidence: Technology: Array assay; Study type: transcription profiling by array; Assay by Molecule: RNA assay. | justification: The assay is microarray-based RNA expression profiling, which is compatible with inclusion (not RNA-seq or proteomics).","justification: Although the dataset is human microarray expression data and targets ALS with a case/control design, it uses patient-derived fibroblasts (in vitro peripheral cells) rather than human CNS tissue. Exclusion criteria 4 (patient-derived in vitro cell lines) and 3 (requirement for CNS tissue relevant to ALS-FTD) therefore exclude this dataset from consideration.",No,No,False,,,,,,,,,
als-ftd-screened_E-MTAB-1927,als-ftd-screened,ALS-FTD,,gpt-5-mini-2025-08-07,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Organism: Homo sapiens; Assay by Molecule: RNA assay. | justification: The experiment uses human RNA assayed by array-based transcription profiling (microarray).,"Yes | evidence: Experimental Factors > Disease: C9ORF72 amyotrophic lateral sclerosis, SOD1 D90A amyotrophic lateral sclerosis, normal; Title/reference mentions C9ORF72 and SOD1 ALS mutations. | justification: The dataset studies ALS-causing mutations including C9ORF72 repeat expansion, which is a genetic cause associated with both ALS and frontotemporal dementia (ALS-FTD spectrum).","No | evidence: Cell type: neuron differentiated from induced pluripotent stem cell; Organism part: Not found; Samples derived from iPS cells (in vitro). | justification: Samples are iPSC-derived neurons cultured in vitro, not primary human brain/CNS tissue.","Yes | evidence: Cell type/line: Cell type: neuron differentiated from induced pluripotent stem cell; Experimental Designs include in_vitro_design. | justification: The study uses patient-derived (or genetically manipulated) iPSC-derived neuronal cell lines (in vitro disease models), which meet the exclusion criterion for non-clinical in vitro models.","Yes | evidence: Experimental Factors: disease (C9ORF72 ALS, SOD1 D90A ALS, normal); Experimental Designs include disease_state_design. | justification: The design compares disease (mutant) iPSC-derived neurons versus control (normal) iPSC-derived neurons, i.e., a case vs control comparison.",No | evidence: Organism part: Not found; Samples are iPSC-derived neurons rather than sampled brain regions. | justification: No brain regions are sampled; therefore the question of irrelevant brain regions does not apply and the dataset does not involve non-relevant brain regions.,No | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay. | justification: The platform is microarray-based transcription profiling (compatible); no RNA-seq or proteomics technologies are indicated.,"justification: Although this is a human microarray study of ALS-relevant mutations (including C9ORF72 linked to ALS-FTD) and uses a case/control comparison, the samples are iPSC-derived neurons (in vitro disease models) rather than primary human CNS tissue. Per exclusion criterion 4 (patient-derived in vitro cell lines/disease models) and requirement for CNS tissue, the dataset should be excluded.",No,No,False,,,,,,,,,
