custom_id,source_list,target_disease,error,model,q1_human_microarray_expression_profiling,q2_target_disease,q3_human_cns_tissue,q4_non_clinical,q5_case_control_design,q6_irrelevant_brain_region,q7_incompatible_technology,q8_inclusion_justification,q9_include_dataset,final_include,in_actual,q7_intermediate_phenotype,q8_familial_alzheimer_disease,q9_incompatible_technology,q10_inclusion_justification,q11_include_dataset,q7_familial_disease,q8_incompatible_technology,q9_inclusion_justification,q10_include_dataset
als-ftd-screened_E-GEOD-47554,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: mRNA microarray expression profiling was performed,No | evidence: Title and description describe gastric carcinoma metastasis model in mice | justification: Dataset does not pertain to ALS-FTD,"No | evidence: Samples are xenografted gastric tumor tissues, not CNS | justification: No human brain or CNS tissue was profiled",Yes | evidence: Human gastric carcinoma cells were engineered and xenografted into mice | justification: Use of tumor cell lines and mouse model indicates non‐clinical in vitro/in vivo system,No | evidence: Only tumor-derived sample groups are described without healthy controls | justification: No case/control comparison design,No | evidence: No brain regions sampled | justification: Dataset does not include any CNS region,No | evidence: Technology: Array assay (microarray) | justification: Microarray is compatible with expression profiling inclusion criteria,justification: Dataset fails key inclusion criteria: it is not related to ALS-FTD and does not involve human CNS tissue; it uses a non-clinical xenograft cancer model,No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-52390,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Platform: Infinium HumanHT-12 | justification: The dataset uses the Illumina HumanHT-12 microarray platform for gene expression profiling of human samples.,"No | evidence: Title: Integrative DNA methylation and gene expression analysis in high-grade soft tissue sarcomas | justification: The study focuses on soft tissue sarcomas, not ALS-FTD.","No | evidence: Samples: primary soft tissue sarcomas, non-neoplastic fat, sarcoma cell lines | justification: No CNS or brain tissue samples are included; all samples are soft tissue or cell lines.","Yes | evidence: Samples include 13 representative sarcoma cell lines (e.g., HT1080, MLS402, SW872) | justification: The dataset includes tumor-derived in vitro cell lines rather than exclusively primary clinical tissue.",No | evidence: Experimental Designs: Not found; Experimental Factors: sarcoma subtypes and cell lines | justification: There is no clear case/control comparison between disease and healthy control groups.,"No | evidence: No brain or CNS tissues sampled | justification: The dataset does not involve any brain regions, relevant or irrelevant.",No | evidence: Technology: Array assay; Assay by Molecule: RNA assay | justification: The platform is microarray-based and compatible with expression profiling; no RNA-seq or proteomics used.,"justification: The dataset does not investigate ALS‐FTD, lacks CNS tissue, does not follow a case/control design, and includes tumor cell lines. It fails multiple inclusion criteria and meets exclusion criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-5287,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Affymetrix GeneChip expression profiling | justification: Dataset uses Affymetrix microarray to profile human RNA,"No | evidence: Title and description refer to bladder cancer (transitional cell carcinoma) | justification: Disease is bladder cancer, not ALS-FTD","No | evidence: Samples are tumors from advanced bladder cancer patients | justification: Tissue is bladder, not CNS","No | evidence: Tumor material from patients | justification: Uses ex vivo patient tumor samples, not cell lines or models",No | evidence: Only 30 advanced bladder cancer cases analyzed; no control group described | justification: No healthy or non-disease control samples present,Yes | evidence: Organism part: bladder | justification: Bladder is not a brain region and not affected by ALS-FTD,"No | evidence: Technology: Array assay, RNA assay | justification: Microarray is compatible with expression profiling inclusion criteria",justification: Fails disease (ALS-FTD) and CNS tissue criteria; bladder cancer dataset is irrelevant,No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-52917,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; 53 Affymetrix miRNA 3.0 arrays | justification: Human serum miRNA expression profiled on microarrays,No | evidence: Description and title refer exclusively to ALS and ALS mutation carriers | justification: No mention of frontotemporal dementia in the study,No | evidence: Samples were collected from serum | justification: Peripheral blood serum is not CNS tissue,No | evidence: Samples originate directly from ALS patients and controls | justification: No in vitro cell lines or animal/disease models used,Yes | evidence: sALS and fALS patients compared to age- and gender-matched healthy controls | justification: Clear case versus control comparisons,"Yes | evidence: Source material is serum, not a brain region | justification: No CNS region sampled; serum is outside target tissues",No | evidence: Transcription profiling by Affymetrix miRNA 3.0 arrays | justification: Microarray technology is compatible,"justification: Although it uses human microarrays in a case/control design, it studies ALS in serum (not CNS tissue) and does not address FTD; fails key disease and tissue criteria",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-59128,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Technology: Array assay; Study type: transcription profiling by array | justification: Dataset uses microarray-based expression profiling on human cells,"No | evidence: Disease: Not found; study focuses on airway injury | justification: No mention of ALS or FTD, focuses on airway epithelial injury","No | evidence: Sample source: human airway epithelial basal cells | justification: Samples derived from airway epithelium, not CNS tissue","Yes | evidence: Cells obtained from donated lungs and grown in submersion culture | justification: In vitro culture of primary airway epithelial cells, not direct patient tissue","No | evidence: Experimental factors: injury type, cell type, culture condition, injury duration | justification: Design compares treatments/timepoints in cultured cells rather than patient case/control groups",Yes | evidence: Sample source: airway epithelial cells | justification: No brain regions sampled; tissue irrelevant to ALS-FTD,No | evidence: Technology: Array assay | justification: Microarray technology is compatible with inclusion criteria,"justification: Although microarray-based, the dataset involves in vitro airway epithelial cells unrelated to ALS-FTD or CNS tissue, thus fails critical disease and tissue criteria",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-60082,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,"Yes | evidence: Study type: transcription profiling by array; Technology: Array assay, RNA assay | justification: Uses microarray expression profiling","No | evidence: Title and description focus on malignant peripheral nerve sheath tumors (MPNST), not ALS-FTD | justification: Wrong disease domain",No | evidence: Samples are MPNSTs implanted in the sciatic nerve (PNS) of mice | justification: No CNS/brain tissue,Yes | evidence: Study uses patient-derived MPNST orthoxenograft models in mice | justification: Pre-clinical in vivo disease models,No | evidence: No case–control groups; study compares xenograft passages and primary tumors | justification: Not a case/control human cohort,Yes | evidence: Sampling is of peripheral nerve sheath tumors in sciatic nerve | justification: PNS tissue irrelevant to ALS-FTD,No | evidence: Microarray (array) technology used | justification: Compatible with microarray expression profiling,"justification: Excluded due to non-ALS-FTD disease, non-CNS/PNS tumor tissue, and use of preclinical xenograft models rather than clinical human samples",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-67527,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: Dataset uses human microarray-based transcription profiling,"No | evidence: Cell type: SPOAN syndrome (spastic paraplegia, optic atrophy, neuropathy) | justification: Study focuses on SPOAN syndrome, not ALS-FTD","No | evidence: Organism part: Skin fibroblast | justification: Samples derived from skin fibroblasts, not CNS tissue","Yes | evidence: Source Characteristics: Skin fibroblast; Cell type/line: Healthy, SPOAN syndrome | justification: Uses patient-derived fibroblast cell lines in vitro",Yes | evidence: Fibroblast samples of 8 samples: 4 SPOAN affected patients and 4 healthy controls | justification: Includes both case (SPOAN) and healthy control groups,"Yes | evidence: Organism part: Skin fibroblast | justification: Tissue source is fibroblast, not a brain region affected by ALS-FTD",No | evidence: Technology: Array assay | justification: Methodology is compatible microarray expression profiling,"justification: Excluded because it does not study ALS-FTD, uses non-CNS in vitro fibroblast samples, and focuses on SPOAN syndrome",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-68240,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: Dataset uses microarray-based transcription profiling on human samples,"Yes | evidence: Title: hiPSC-derived motor neurons: sporadic ALS patients vs. controls | justification: Dataset involves sporadic ALS, a form of the target disease","No | evidence: Title and description: hiPSC‐derived motor neurons from peripheral nerve fibroblasts | justification: Samples are in vitro differentiated cells, not primary human CNS tissue","Yes | evidence: Description: Differentiated motor neurons from hiPSC | justification: Study uses patient‐derived induced pluripotent stem cell model, not clinical tissue","Yes | evidence: Description: Two‐condition experiment, ALS patients motor neurons vs. controls | justification: Clear comparison between ALS cases and healthy controls","No | evidence: Samples are motor neurons in vitro | justification: Not primary brain tissue, so region relevance is not applicable",No | evidence: Technology: Array assay; Assay by Molecule: RNA assay | justification: Microarray is compatible with inclusion criteria,"justification: Although the dataset meets criteria for human microarray profiling and ALS cases vs controls, it uses hiPSC‐derived motor neurons in vitro rather than primary CNS tissue, triggering exclusion under non‐clinical models.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-7423,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: This study uses microarray-based gene expression profiling of RNA.,"No | evidence: Studies hereditary motor and sensory neuropathies (HMSN1A, HMSN-LOM, CCFDN), not ALS or FTD | justification: The focus is on peripheral demyelinating neuropathies, not ALS-FTD.","No | evidence: Samples are human Schwann cell lines (PNS glia) | justification: Schwann cells originate from the peripheral nervous system, not CNS tissue.",Yes | evidence: Uses human Schwann cell lines derived from patients and controls | justification: The dataset is based on in vitro cell lines rather than clinical tissue samples.,Yes | evidence: Includes Schwann cell lines from patients and healthy subjects | justification: Comparison between disease and control cell lines represents a case/control design.,"No | evidence: No brain regions sampled; only Schwann cells | justification: No CNS brain regions are involved, so none are irrelevant to ALS-FTD.",No | evidence: Uses microarray expression profiling | justification: The technology is compatible with inclusion criteria.,"justification: The study does not investigate ALS-FTD, uses peripheral cell lines, and does not involve CNS tissues affected by ALS-FTD.",No,No,False,,,,,,,,,
als-ftd-screened_E-MEXP-2280,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: Dataset uses genome-wide expression profiling on an array platform (microarray) of human RNA.,"No | evidence: Disease categories: Alzheimer’s disease, progressive supranuclear palsy (PSP), Pick disease (PiD), frontotemporal dementia (FTD); no ALS or ALS-FTD cases included. | justification: ALS-FTD is not represented; only FTD without ALS and other tauopathies are profiled.",Yes | evidence: Organism part: medial temporal lobe from snap‐frozen post‐mortem Homo sapiens tissue. | justification: Samples are derived from human CNS (medial temporal lobe) tissue.,"No | evidence: Samples are post‐mortem tissue; no cell lines or in vitro models described. | justification: All specimens are clinical tissue, not patient‐derived cell cultures or animal models.","Yes | evidence: Comparison of 5 control subjects vs 5 AD, 5 PSP, 5 PiD, 5 FTD patients; matched for age, gender, ApoE and MAPT haplotype. | justification: Study uses a case–control design with neurodegenerative cases compared to controls.","No | evidence: Tissue sampled: medial temporal lobe, part of the temporal cortex. | justification: Temporal lobe regions are implicated in FTD and ALS-FTD pathology, so the region is relevant.","No | evidence: Platform: array-based transcription profiling; no RNA-seq or proteomics methods used. | justification: Technology is microarray expression profiling, which is compatible.","justification: Although the dataset meets all technical and tissue criteria (human CNS microarray, case–control, relevant region), it does not include ALS or ALS-FTD cases and thus does not target the required disease.",No,No,True,,,,,,,,,
als-ftd-screened_E-MEXP-3260,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: The dataset uses an array-based transcription profiling assay on RNA from human samples.,"Yes | evidence: Description: designed to identify gene expression changes in skeletal muscle of patients diagnosed with Amyotrophic Lateral Sclerosis (ALS). | justification: The study focuses on ALS, which is within the ALS-FTD disease spectrum.","No | evidence: Organism part: muscle | justification: Samples are from skeletal muscle biopsies, not CNS tissue.",No | evidence: All samples were from human biopsies | justification: No patient-derived in vitro cell lines or disease models are involved.,"Yes | evidence: Disease_state: normal, amyotrophic lateral sclerosis | justification: The study contrasts ALS patient samples against healthy controls.",Yes | evidence: Organism part: muscle | justification: Skeletal muscle is not a CNS region affected by ALS-FTD neurodegeneration.,No | evidence: Technology: Array assay; Assay by Molecule: RNA assay | justification: The dataset uses a compatible microarray platform.,"justification: Although it meets microarray and ALS case-control criteria, the samples are from muscle rather than CNS tissue, so it fails the CNS tissue requirement.",No,No,False,,,,,,,,,
als-ftd-screened_E-MTAB-1925,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay on RNA; Organism: Homo sapiens | justification: The dataset uses microarray (array)–based transcription profiling on human RNA samples.,"Yes | evidence: Disease: amyotrophic lateral sclerosis; C9ORF72 expansion in ALS patients | justification: The study compares ALS patients (with C9ORF72 mutation) to healthy controls, targeting ALS pathophysiology.",Yes | evidence: Source Characteristics: Organism part: motor cortex; Organism: Homo sapiens | justification: Samples are from post-mortem human motor cortex (CNS tissue).,"No | evidence: Samples: post-mortem brain cortex; no cell lines or in vitro models reported | justification: The dataset is derived from patient tissue, not cell culture or animal models.",Yes | evidence: Experimental Designs: disease state design; Source Characteristics: Disease: normal vs amyotrophic lateral sclerosis | justification: The study directly compares ALS cases to healthy controls.,No | evidence: Organism part: motor cortex | justification: Motor cortex is a region significantly affected in ALS.,"No | evidence: Technology: Array assay; Assay by Molecule: RNA assay | justification: The experiment uses microarray technology, which is compatible.",justification: This is a human microarray study of CNS tissue comparing ALS patients to controls in a relevant region (motor cortex) with a case/control design and no incompatible technologies or model systems.,Yes,Yes,True,,,,,,,,,
als-ftd-screened_E-MTAB-1926,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: The dataset uses human samples and microarray-based transcription profiling.,"No | evidence: Disease: SOD1 mutant amyotrophic lateral sclerosis, C9ORF72 amyotrophic lateral sclerosis | justification: The dataset involves ALS patients only, without frontotemporal dementia diagnosis.","No | evidence: Cell type: fibroblast | justification: Samples are patient-derived fibroblasts, not CNS tissue.",Yes | evidence: Cell type: fibroblast; in_vitro_design | justification: The study uses in vitro patient-derived fibroblast cell lines.,Yes | evidence: Experimental Factors: disease; includes healthy controls and ALS patients | justification: Design compares diseased versus healthy control samples.,"No | evidence: No brain region sampled | justification: Samples are fibroblasts, not any CNS region.","No | evidence: Technology: Array assay; Assay by Molecule: RNA assay | justification: Uses microarray expression profiling, which is compatible.","justification: Although it is human microarray data with a case/control design, it uses patient fibroblast cell lines (non-CNS) and covers ALS only (no FTD), so it does not meet disease or tissue criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-MTAB-1927,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: The experiment uses microarray to profile RNA expression,"No | evidence: Disease: C9ORF72 amyotrophic lateral sclerosis, SOD1 D90A amyotrophic lateral sclerosis | justification: Focus is on ALS mutations only, not the broader ALS-FTD spectrum","No | evidence: Cell type: neuron differentiated from induced pluripotent stem cell | justification: Samples are in vitro–derived neurons, not native human CNS tissue",Yes | evidence: Experimental Designs: in_vitro_design; Cell type: iPSC-derived neuron | justification: The dataset uses patient-derived iPSC neuronal models rather than clinical tissue,Yes | evidence: Experimental Factor: disease (mutant vs normal); Experimental design: disease_state_design | justification: Comparison is between mutant (disease) and control cell lines,"No | evidence: No CNS region specified; in vitro model | justification: Not applicable, as no brain regions were sampled",No | evidence: Technology: Array assay; Assay by Molecule: RNA assay | justification: Microarray technology is compatible,justification: Excluded because it uses iPSC-derived neuronal models rather than human CNS tissue from ALS-FTD patients,No,No,False,,,,,,,,,
als-ftd-screened_E-MTAB-2325,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: Dataset uses human RNA expression profiling on microarrays,"Yes | evidence: Experimental Factors: Disease: normal, Sporadic Amyotrophic Lateral Sclerosis | justification: Includes sporadic ALS patients, fitting the ALS-FTD disease spectrum","Yes | evidence: Source Characteristics: Organism part: v4 cortex | justification: Samples derived from human motor cortex, a CNS region","No | evidence: Cell type/line: Not found; Source Characteristics: Organism: Homo sapiens | justification: No cell lines or in vitro models reported, samples are clinical tissues",Yes | evidence: Experimental Designs: case control design | justification: Study compares ALS cases versus control subjects,No | evidence: Organism part: v4 cortex (motor cortex) | justification: Motor cortex is directly affected in ALS and relevant to ALS-FTD pathology,"No | evidence: Technology: Generic.SingleColor.014850 microarray; transcription profiling by array | justification: Study uses microarray technology, compatible with inclusion criteria","justification: E-MTAB-2325 profiles human microarray gene expression in motor cortex of sporadic ALS patients and controls, with a case-control design and no in vitro models or incompatible technologies, satisfying all inclusion criteria",Yes,Yes,True,,,,,,,,,
