custom_id,source_list,target_disease,error,model,q1_human_microarray_expression_profiling,q2_target_disease,q3_human_cns_tissue,q4_non_clinical,q5_case_control_design,q6_irrelevant_brain_region,q7_incompatible_technology,q8_inclusion_justification,q9_include_dataset,final_include,in_actual,q7_intermediate_phenotype,q8_familial_alzheimer_disease,q9_incompatible_technology,q10_inclusion_justification,q11_include_dataset,q7_familial_disease,q8_incompatible_technology,q9_inclusion_justification,q10_include_dataset
als-ftd-screened_E-GEOD-47554,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: Data were generated by microarray-based transcription profiling of human-derived tumor cells,"No | evidence: Title and Description: gastric carcinoma metastasis in mouse model | justification: Study focuses on gastric cancer, not ALS-FTD","No | evidence: Source Characteristics: Organism part: stomach wall, ovary | justification: Samples originate from gastric and ovarian tissues, not CNS","Yes | evidence: Description: human tumor cells xenografted into BALB/c nude mice | justification: This is an in vivo mouse cancer model, not patient tissue samples","No | evidence: Samples: xenografted tumor rounds, no healthy/ALS controls | justification: Design compares primary vs metastatic tumors, not case/control of disease vs healthy","Yes | evidence: Organism part: stomach wall, ovary | justification: Tissues studied are gastrointestinal and ovarian, unrelated to ALS-FTD–affected CNS regions",No | evidence: Technology: Array assay | justification: Microarray expression profiling is compatible,"justification: The dataset investigates a mouse xenograft model of gastric cancer, not human CNS tissue or ALS-FTD, and uses non-clinical samples; it fails disease and tissue inclusion criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-52390,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay on HumanHT-12 platform | justification: Dataset uses Infinium HumanHT-12 microarray for gene expression profiling of human samples,"No | evidence: Title and description focused on high-grade soft tissue sarcomas | justification: Dataset pertains to soft tissue sarcoma, not ALS-FTD",No | evidence: Source characteristics list tumor cell lines and non-neoplastic fat samples; no brain/CNS tissues mentioned | justification: No CNS tissue samples are included,"Yes | evidence: Samples include 13 representative sarcoma cell lines (e.g. HT1080, MLS402) | justification: Contains patient-derived in vitro tumor cell lines","No | evidence: Experimental factors: sarcoma subtype, tumor cell line, age, sex; no control group design reported | justification: No explicit case vs. control comparison",No | evidence: No brain regions sampled | justification: Dataset does not involve any brain tissues,No | evidence: Technology: Array assay; Assay by molecule: RNA assay | justification: Microarray expression profiling is compatible,justification: Dataset fails disease (ALS-FTD) and tissue (CNS) criteria and includes cell lines; thus excluded,No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-5287,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Organism: Homo sapiens | justification: Human samples profiled on microarray platform (Affymetrix GeneChip),"No | evidence: Title and description focus on bladder cancer; no mention of ALS or FTD | justification: Dataset studies advanced bladder cancer, not ALS-FTD","No | evidence: Samples are tumors from bladder carcinoma; Organism part: bladder | justification: Tissue source is bladder, not CNS","No | evidence: Study uses tumor material from patients, not in vitro cell lines or disease models | justification: Direct profiling of patient tumor tissue",No | evidence: Design correlates gene expression with survival in a single patient cohort; no healthy controls | justification: No control group present,"No | evidence: Tissue is bladder, not brain | justification: No brain regions sampled",No | evidence: Technology: Array assay (microarray) | justification: Compatible microarray platform,justification: Dataset is excluded because it does not study ALS-FTD and does not use relevant CNS tissue or case/control design,No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-52917,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Technology: Array assay; Affymetrix miRNA 3.0 arrays | justification: Uses human RNA microarray expression profiling (miRNA arrays).,Yes | evidence: Study focuses on sporadic and familial ALS patients and mutation carriers | justification: Pertains to amyotrophic lateral sclerosis within the ALS-FTD spectrum.,No | evidence: Samples are from patient serum | justification: Serum is not CNS tissue.,No | evidence: Samples are clinical serum from patients and carriers | justification: No in vitro cell lines or disease models used.,Yes | evidence: ALS patients and carriers compared to age- and gender-matched healthy controls | justification: Clear case/control comparisons.,"No | evidence: Samples are serum, not brain tissue | justification: No brain regions sampled.",No | evidence: Affymetrix miRNA 3.0 microarrays | justification: Technology is compatible microarray profiling.,"justification: Although it meets microarray and ALS disease criteria with case/control design, it samples serum rather than relevant CNS tissue, violating inclusion criterion for human CNS regions.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-59128,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: Dataset uses human microarray expression profiling on RNA from cells,"No | evidence: Disease: Not found; study focuses on airway epithelial injury, not ALS-FTD | justification: Dataset does not pertain to amyotrophic lateral sclerosis or FTD","No | evidence: Source: primary and differentiated human airway epithelial cells | justification: Samples are from airway epithelium, not CNS tissue",Yes | evidence: Cells grown in submersion culture and subjected to in vitro injury | justification: Uses patient-derived airway epithelial cells in vitro rather than clinical tissue samples,"No | evidence: Experimental factors relate to injury type and duration in cultured cells; no patient case/control groups | justification: Design compares in vitro injury conditions and sham controls, not clinical case vs control",Yes | evidence: No brain/CNS regions sampled; only airway epithelial cells | justification: Study does not involve any brain regions relevant or irrelevant—it uses airway tissues,No | evidence: Technology: Array assay; Assay by Molecule: RNA assay | justification: Microarray expression profiling is compatible,"justification: Dataset is microarray-based but fails disease (ALS-FTD), tissue (CNS) and clinical design criteria; involves in vitro airway epithelial cells",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-60082,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: The dataset uses microarray technology for expression profiling of RNA samples.,"No | evidence: Title and description focus on malignant peripheral nerve sheath tumors (MPNST), not ALS-FTD | justification: The disease studied is MPNST associated with NF1, unrelated to ALS-FTD.","No | evidence: Samples derived from MPNST primary tumors and xenografts in sciatic nerve; Organism parts not CNS | justification: Tissue originates from peripheral nerve sheath tumors, not human CNS regions affected in ALS-FTD.",Yes | evidence: Description: patient-derived MPNST orthoxenograft models in nude mice | justification: The study uses in vivo xenograft disease models rather than direct patient tissue.,No | evidence: No experimental design indicating ALS-FTD cases versus controls | justification: The study compares primary tumors and xenograft passages; not a case/control clinical design.,"Yes | evidence: Samples are from sciatic nerve orthoxenografts, not ALS-FTD-relevant CNS regions | justification: Sciatic nerve (peripheral) tissue is not affected in ALS-FTD neurodegeneration.","No | evidence: Technology: Array assay | justification: The dataset uses microarray technology, which is compatible.","justification: The dataset studies a peripheral nerve sheath tumor model in mice, not ALS-FTD, lacks human CNS samples and case/control design, and uses disease models rather than clinical patient tissue.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-67527,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: The dataset uses array-based transcription profiling of human RNA.,"No | evidence: Title: Gene expression comparison between fibroblasts samples of control and SPOAN affected patients | justification: The dataset studies SPOAN syndrome, not ALS-FTD.","No | evidence: Organism part: Skin fibroblast | justification: Samples are from skin fibroblasts, not CNS tissue.","Yes | evidence: Sample type: Skin fibroblast; Cell type/line: Healthy, SPOAN syndrome | justification: These are patient-derived fibroblast cells (in vitro), not direct clinical tissue samples.",Yes | evidence: 4 SPOAN affected patients and 4 healthy controls | justification: The study compares case (SPOAN) vs control samples.,"Yes | evidence: Organism part: Skin fibroblast | justification: The tissue sampled is skin, which is not a brain region affected by ALS-FTD.","No | evidence: Technology: Array assay; Assay by Molecule: RNA assay | justification: The dataset uses microarray technology, which is compatible.","justification: Although the dataset is microarray and case/control, it does not pertain to ALS-FTD, does not use CNS tissue, and involves patient-derived fibroblast cells. It therefore fails multiple inclusion criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-68240,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: Dataset uses microarray-based transcription profiling on human samples,"Yes | evidence: Description: hiPSC-derived motor neurons from sporadic ALS patients vs. controls | justification: Focus is on amyotrophic lateral sclerosis (ALS), part of the ALS-FTD spectrum","No | evidence: Samples: hiPSC-derived motor neurons from peripheral nerve fibroblasts | justification: Cells are in vitro–differentiated neurons, not primary human CNS tissue","Yes | evidence: Description: hiPSC-derived motor neurons from patient fibroblasts | justification: Uses patient-derived induced pluripotent stem cell models, not direct clinical samples","Yes | evidence: Two-condition experiment: ALS patients motor neurons vs. controls; Biological replicates: 3 ALS, 3 controls | justification: Clear case (ALS) versus control design","No | evidence: No brain region sampling—cells are in vitro differentiated | justification: Not applicable, as no specific CNS region is sampled",No | evidence: Technology: Array assay; Assay by Molecule: RNA assay | justification: Microarray expression profiling is compatible,"justification: Although the dataset meets microarray and ALS case/control criteria, it uses hiPSC-derived motor neurons rather than primary human CNS tissue, thus fails the in vivo tissue requirement.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-7423,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: The dataset uses microarray-based gene expression profiling on human samples.,"No | evidence: Title and description focus on HMSN1A, HMSN-LOM and CCFDN syndromes (peripheral neuropathies). | justification: The diseases studied are inherited demyelinating peripheral neuropathies, not ALS-FTD.","No | evidence: Samples are human Schwann cell lines (peripheral glia). | justification: Schwann cells are part of the peripheral nervous system, not CNS tissue.","Yes | evidence: Description: ""analyzed human Schwann cell lines from three normal subjects and patients"". | justification: The study uses patient-derived and control-derived in vitro Schwann cell lines.",Yes | evidence: Comparisons between patient-derived Schwann cell lines and healthy control-derived lines. | justification: Expression profiles of diseased vs. healthy samples constitute a case/control design.,"Yes | evidence: Samples are Schwann cell lines (PNS), no CNS regions sampled. | justification: No CNS (brain/spinal cord) tissue was profiled; only peripheral nerve glia were studied.",No | evidence: Technology: Array assay; Study type: transcription profiling by array. | justification: Microarray expression profiling is compatible with inclusion.,"justification: Although the technology is appropriate, the dataset focuses on peripheral neuropathy cell lines rather than ALS-FTD, uses in vitro Schwann cell models (not clinical CNS tissue), and does not target ALS-FTD. It thus fails multiple inclusion criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-MEXP-2280,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Organism: Homo sapiens | justification: The dataset uses microarray-based transcription profiling on human samples.,"No | evidence: Diseases profiled: AD, PSP, PiD, FTD and controls; no ALS or ALS-FTD continuum | justification: Although FTD is included, the study does not address ALS or the ALS-FTD spectrum specifically.",Yes | evidence: Source Characteristics: Organism part: medial temporal lobe; samples from snap-frozen post-mortem tissue | justification: The dataset uses human CNS (brain) tissue.,"No | evidence: Tissue source: snap frozen post-mortem brain; no cell lines or in vitro models mentioned | justification: All samples are clinical post-mortem tissue, not derived cell lines.","Yes | evidence: Sample count: 5 FTD, 5 AD, 5 PSP, 5 PiD patients and 5 control subjects; matched for covariates | justification: The design compares patient groups against controls.",Yes | evidence: Organism part: medial temporal lobe | justification: Medial temporal lobe is not a primary region affected in ALS-FTD neurodegeneration.,No | evidence: Technology: Array assay; Assay by molecule: RNA assay | justification: The study uses compatible microarray technology.,"justification: Despite using human CNS microarrays and a case-control design, the dataset does not focus on ALS-FTD and samples an irrelevant brain region for ALS-FTD, so it fails criteria 2 and 6.",No,No,True,,,,,,,,,
als-ftd-screened_E-MEXP-3260,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,"Yes | evidence: Study type: transcription profiling by array; Technology: Array assay, RNA assay | justification: This is a human microarray expression profiling study.","No | evidence: Disease: normal, amyotrophic lateral sclerosis | justification: The dataset covers ALS only, with no FTD or frontotemporal dementia component.","No | evidence: Organism part: muscle | justification: All samples are from skeletal muscle, not CNS tissue.",No | evidence: All samples were from human biopsies | justification: No in vitro cell lines or disease models are used.,"Yes | evidence: Disease_state: normal, amyotrophic lateral sclerosis | justification: The study compares ALS patient samples to healthy controls.","Yes | evidence: Organism part: muscle | justification: Samples are from muscle, which is not a brain region affected by ALS-FTD.",No | evidence: Technology: Array assay | justification: Microarray profiling is compatible with inclusion criteria.,"justification: Despite using appropriate microarray technology and a case/control design, the dataset focuses on ALS-only muscle biopsies rather than CNS tissue and does not include any FTD component, thus failing key inclusion criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-MTAB-1925,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: Dataset uses microarray-based transcription profiling on human RNA samples,Yes | evidence: Title mentions amyotrophic lateral sclerosis patients with C9ORF72 mutation | justification: Dataset compares ALS patients versus healthy controls,Yes | evidence: Organism part: motor cortex | justification: Samples are from post-mortem human brain motor cortex,"No | evidence: Organism part: motor cortex; no cell type/line attributes | justification: Samples are directly from human tissue, not in vitro cell lines or models",Yes | evidence: Experimental Factors: disease (normal vs ALS) | justification: Study compares diseased and healthy control groups,No | evidence: Organism part: motor cortex | justification: Motor cortex is affected in ALS-FTD pathology,No | evidence: Technology: Array assay | justification: Uses microarray technology compatible with expression profiling,"justification: The dataset meets all inclusion criteria: human microarray profiling, ALS patient vs control, relevant CNS region, case/control design, and uses compatible technology, with no in vitro models or irrelevant regions.",Yes,Yes,True,,,,,,,,,
als-ftd-screened_E-MTAB-1926,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Technology: Array assay; Assay by Molecule: RNA; Organism: Homo sapiens | justification: Human RNA transcription profiling performed using microarray.,"No | evidence: Disease: SOD1 mutant amyotrophic lateral sclerosis; C9ORF72 amyotrophic lateral sclerosis | justification: Dataset covers ALS only, no frontotemporal dementia component.","No | evidence: Cell type: fibroblast | justification: Samples are patient‐derived fibroblasts, not CNS tissue.",Yes | evidence: Experimental Designs: in_vitro_design; Cell type: fibroblast | justification: Study uses patient‐derived in vitro fibroblast cell lines.,Yes | evidence: Experimental Factor: disease with normal versus ALS states | justification: Comparison between ALS patient fibroblasts and healthy controls.,No | evidence: Cell type: fibroblast; no brain region specified | justification: No brain tissue included.,No | evidence: Technology: Array assay | justification: Microarray technology is compatible.,"justification: Although this is human microarray data with case/control design, it uses patient‐derived fibroblasts (in vitro) and lacks CNS tissue and FTD pathology, so it fails multiple inclusion criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-MTAB-1927,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Organism: Homo sapiens | justification: Human samples profiled by microarray,"No | evidence: Disease: C9ORF72 amyotrophic lateral sclerosis, SOD1 D90A amyotrophic lateral sclerosis | justification: Focus is on ALS mutations only, no FTD component","No | evidence: Cell type: neuron differentiated from induced pluripotent stem cell | justification: Samples are in vitro‐derived neurons, not human CNS tissue",Yes | evidence: Cell type: neuron differentiated from induced pluripotent stem cell; Experimental Designs: in_vitro_design | justification: Uses patient-derived iPSC neuronal cultures rather than clinical tissue,"Yes | evidence: Experimental Factors: disease (C9ORF72 ALS, SOD1 D90A ALS, normal) | justification: Comparison between disease‐mutation and control iPSC neurons",No | evidence: Samples are not from a specific brain region | justification: Not applicable to CNS regional relevance,No | evidence: Technology: Array assay; Assay by Molecule: RNA assay | justification: Microarray platform is compatible,"justification: Although it meets microarray and case/control design criteria, this study uses in vitro iPSC-derived neurons not clinical CNS tissue and does not include an ALS-FTD phenotype. It therefore fails criteria for clinical CNS samples and target disease spectrum.",No,No,False,,,,,,,,,
als-ftd-screened_E-MTAB-2325,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Generic.SingleColor.014850 | justification: Dataset uses microarray (single‐color array) to profile human RNA expression,"Yes | evidence: Experimental Factors: Disease: normal, Sporadic Amyotrophic Lateral Sclerosis; Title: control and sporadic ALS patients | justification: Focuses on sporadic ALS, part of the ALS‐FTD clinical spectrum",Yes | evidence: Source Characteristics: Organism part: v4 cortex | justification: Samples derived from human motor cortex (CNS tissue),"No | evidence: No cell type/line attribute; Source Characteristics indicate post-mortem tissue | justification: Uses clinical CNS tissue, not in vitro cell lines or models",Yes | evidence: Experimental Designs: case control design | justification: Includes both control and ALS patient groups,No | evidence: Organism part: motor cortex (v4 cortex) | justification: Motor cortex is a primary region affected in ALS,No | evidence: Study type: transcription profiling by array; Assay: Array assay | justification: Uses microarray technology (compatible),justification: Meets all inclusion criteria: human microarray in ALS patient and control motor cortex tissue with case/control design and no incompatible technology or model systems,Yes,Yes,True,,,,,,,,,
