custom_id,source_list,target_disease,error,model,q1_human_microarray_expression_profiling,q2_target_disease,q3_human_cns_tissue,q4_non_clinical,q5_case_control_design,q6_irrelevant_brain_region,q7_incompatible_technology,q8_inclusion_justification,q9_include_dataset,final_include,in_actual,q7_intermediate_phenotype,q8_familial_alzheimer_disease,q9_incompatible_technology,q10_inclusion_justification,q11_include_dataset,q7_familial_disease,q8_incompatible_technology,q9_inclusion_justification,q10_include_dataset
als-ftd-screened_E-GEOD-47554,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Assays and Data: Technology: Array assay; Description: Total RNAs were isolated... and subjected to mRNA microarrays. | justification: The study uses microarray-based mRNA expression profiling.,"No | evidence: Title: DEG in human gastric carcinoma...; Description: gastric carcinoma model in mice; no mention of ALS or FTD. | justification: The dataset is focused on gastric carcinoma, not ALS-FTD.",No | evidence: Source Characteristics: Organism part: xenografted tumor metastasized to ovaries and stomach wall. | justification: Samples derive from tumor xenografts in non-CNS tissues.,"Yes | evidence: Description: engineered tumor cells injected into BALB/c nude mice to create an in vivo model. | justification: This is a mouse xenograft disease model, not patient clinical samples.",No | evidence: No experimental design indicating case vs control groups; samples are different xenograft stages. | justification: The study compares tumor stages rather than case/control human subjects.,"Yes | evidence: Organism part: tumors from stomach wall and ovary; no brain regions sampled. | justification: No CNS regions are involved, all samples are non-brain tissues.",No | evidence: Technology: Array assay (microarray). | justification: Microarray profiling is compatible with inclusion criteria.,"justification: The dataset is a mouse xenograft model of gastric carcinoma, not human CNS tissue from ALS-FTD patients and lacks a case/control design; it does not meet target disease or tissue criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-52390,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay by RNA | justification: Uses human gene expression microarray (Infinium HumanHT-12),"No | evidence: Title and description: high-grade soft tissue sarcomas | justification: Dataset pertains to sarcoma, not ALS-FTD",No | evidence: Samples: primary soft tissue sarcomas and sarcoma cell lines | justification: No CNS or brain tissue involved,Yes | evidence: 13 representative sarcoma cell lines listed | justification: Includes tumor cell lines (in vitro disease models),No | evidence: No experimental design indicating ALS-FTD vs control; factors are sarcoma subtypes and cell lines | justification: Not a case/control study for disease vs healthy,"No | evidence: No brain regions sampled | justification: Tissue is soft tissue sarcoma, not brain","No | evidence: Assay: Array assay by RNA | justification: Technology is microarray, which is compatible","justification: Dataset is human microarray but studies soft tissue sarcomas (non-CNS), not ALS-FTD, and includes cell lines with no case/control design; thus it does not meet inclusion criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-5287,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: Affymetrix GeneChip microarray was used for human RNA expression profiling,"No | evidence: Title: Transcription profiling of human advanced bladder cancer | justification: Study focuses on bladder cancer, not ALS-FTD",No | evidence: Samples: Tumors from bladder cancer patients | justification: No CNS or brain tissue is involved,"No | evidence: Samples: Tumors from 30 patients | justification: Uses patient tumor tissue, not in vitro cell lines or disease models",No | evidence: Design: Tumor profiling of 30 bladder cancer patients without control group | justification: No healthy or non-diseased control samples reported,Yes | evidence: Sample origin: Bladder tumors | justification: Bladder is not a CNS region affected in ALS-FTD,No | evidence: Technology: Array assay | justification: Microarray expression profiling is compatible,"justification: Dataset fails disease criterion (bladder cancer, not ALS-FTD) and tissue criterion (non-CNS)",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-52917,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; 53 Affymetrix miRNA 3.0 arrays | justification: Uses human microarray technology to profile miRNAs and other ncRNAs,No | evidence: Description refers exclusively to sporadic and familial ALS patients and mutation carriers | justification: No mention of frontotemporal dementia component,No | evidence: Samples derived from serum of ALS patients and controls | justification: No CNS or brain tissue samples included,No | evidence: Uses patient serum samples | justification: No in vitro cell lines or animal/disease models used,"Yes | evidence: Comparisons of fALS patients, sALS patients and mutation carriers to age- and gender-matched healthy controls | justification: Clear case versus control group comparisons","No | evidence: Samples are serum, not brain regions | justification: No brain region sampling to assess relevance",No | evidence: Affymetrix miRNA 3.0 microarray assay | justification: Technology is compatible with microarray expression profiling,"justification: Although human microarray and case/control criteria are met, the study uses serum not CNS tissue and does not address the ALS-FTD spectrum, so it fails key inclusion criteria",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-59128,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: Dataset uses human RNA microarray profiling,"No | evidence: Description discusses airway injury, no mention of ALS or FTD | justification: Dataset does not pertain to ALS-FTD",No | evidence: Samples are airway epithelial cells cultured in vitro | justification: No CNS tissue involved,Yes | evidence: Airway epithelial basal cells obtained and cultured in vitro | justification: Uses patient-derived cell cultures not in vivo samples,"No | evidence: Comparisons are between injury treatments and sham in cell cultures, not clinical case/control | justification: Not a case/control study design of disease vs healthy","Yes | evidence: Samples from airway epithelium, not a brain region | justification: Brain regions are not sampled",No | evidence: Technology: Array assay; Assay by Molecule: RNA assay | justification: Compatible microarray technology,"justification: Dataset is excluded because it does not involve ALS-FTD or human CNS tissue, and consists of in vitro airway epithelial cell cultures.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-60082,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: The dataset used microarray-based transcription profiling (array) on RNA samples.,"No | evidence: Disease context: Malignant peripheral nerve sheath tumors (MPNST), not ALS or FTD | justification: The study focuses on peripheral nerve sheath sarcomas, not ALS-FTD.","No | evidence: Samples are MPNST orthoxenografts in nude mice; no CNS or brain tissue described | justification: Tumor tissue from peripheral nerve sheath grafts, not human CNS samples.","Yes | evidence: Patient-derived MPNST orthoxenograft models in mice | justification: The dataset involves in vivo preclinical xenograft models, not direct patient tissue.","No | evidence: No case/control groups described; samples are primary tumors and xenograft passages | justification: Study compares tumor passages and treatments in xenografts, not a standard case/control design.","Yes | evidence: Organism part: peripheral nerve sheath tumors; no CNS regions sampled | justification: Samples are from peripheral tumors, not brain regions affected in ALS-FTD.","No | evidence: Technology: Array assay | justification: Microarray-based expression profiling is used, which is compatible.","justification: Excluded because it does not study ALS-FTD, uses a non-CNS tumor model, and involves orthoxenograft preclinical models rather than human CNS case/control samples.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-67527,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: Uses human microarray-based transcription profiling,"No | evidence: Cell type: Healthy, SPOAN (spastic paraplegia, optic atrophy, and neuropathy) syndrome | justification: Disease studied is SPOAN syndrome, not ALS-FTD","No | evidence: Organism part: Skin fibroblast | justification: Samples are skin fibroblasts, not CNS tissue","Yes | evidence: Organism part: Skin fibroblast; Cell type: Healthy, SPOAN syndrome | justification: Involves patient-derived fibroblast cell lines (in vitro)",Yes | evidence: Fibroblast samples of 4 SPOAN affected patients and 4 healthy controls | justification: Study compares cases versus controls,No | evidence: Organism part: Skin fibroblast | justification: No brain regions sampled at all,No | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: Uses compatible microarray technology,"justification: Exclusion: not ALS-FTD, not CNS tissue, uses patient-derived fibroblasts",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-68240,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: Dataset uses microarray-based transcription profiling on human RNA samples,"Yes | evidence: Title: sporadic ALS patients vs. controls; Source Characteristics: Disease: ALS | justification: Samples derive from sporadic ALS patients, matching the ALS component of ALS-FTD","No | evidence: Description: Differentiated motor neurons from hiPSC derived from peripheral nerve fibroblasts | justification: Samples are in vitro–differentiated cells, not directly isolated CNS tissue",Yes | evidence: Title/Description: hiPSC-derived motor neurons from patient fibroblasts | justification: Dataset uses patient-derived induced pluripotent stem cell models (in vitro cell lines),"Yes | evidence: Description: Two-condition experiment, ALS patients motor neurons vs. controls; Biological replicates: 3 ALS, 3 controls | justification: Clear ALS vs. control comparison design","No | evidence: Samples are hiPSC-derived motor neurons, not specific brain regions | justification: Motor neuron model is relevant to ALS pathology and not an unaffected region","No | evidence: Technology: Array assay; Assay by Molecule: RNA assay | justification: Uses microarray profiling, which is compatible","justification: Although it is human and uses microarray and a case/control ALS design, it relies on hiPSC-derived in vitro cell models rather than primary CNS tissue, violating the exclusion criterion for non-clinical models.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-7423,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Organism: Homo sapiens | justification: Dataset uses human microarray expression profiling,"No | evidence: Focus on hereditary motor and sensory neuropathies (HMSN1A, HMSN-LOM) and CCFDN syndrome | justification: Disease context is peripheral demyelinating neuropathies, not ALS-FTD","No | evidence: Samples are human Schwann cell lines | justification: Schwann cells are peripheral nervous system, not CNS tissue",Yes | evidence: Use of human Schwann cell lines derived from patients | justification: In vitro patient-derived cell line model,No | evidence: Experimental design involves technical/biological replicates of cell lines against a reference pool | justification: Not a clinical case/control design with patient vs healthy CNS tissue,Yes | evidence: Schwann cell lines represent PNS tissue | justification: Tissue is peripheral and not affected by ALS-FTD,No | evidence: Technology: microarray | justification: Microarray is compatible,"justification: Dataset is excluded because it does not study ALS-FTD, uses peripheral Schwann cell lines (non-CNS, in vitro), and lacks a clinical case/control design",No,No,False,,,,,,,,,
als-ftd-screened_E-MEXP-2280,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay; Organism: Homo sapiens | justification: The experiment uses genome-wide expression profiling by microarray on human tissue samples.,Yes | evidence: Description: includes 5 FTD patients (frontotemporal dementia) among disease groups | justification: Frontotemporal dementia is part of the ALS-FTD clinical spectrum.,Yes | evidence: Source Characteristics: Organism part: medial temporal lobe; tissue from snap-frozen post-mortem human brain | justification: Samples are derived from the human CNS (medial temporal lobe).,No | evidence: Cell type/line: Not found; Samples are post-mortem tissue | justification: No patient-derived cell lines or in vitro models were used.,Yes | evidence: Description: 5 FTD patients and 5 control subjects; patients matched to controls | justification: The design compares diseased (FTD and other disorders) vs matched healthy controls.,No | evidence: Organism part: medial temporal lobe | justification: Medial temporal lobe is affected in frontotemporal dementia.,"No | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: The dataset uses microarray expression profiling, which is compatible.","justification: The study profiles human CNS tissue by microarray, includes FTD cases vs controls in a case-control design, uses relevant brain region and compatible technology, with no in vitro models.",Yes,Yes,True,,,,,,,,,
als-ftd-screened_E-MEXP-3260,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: Dataset uses human samples and microarray technology for gene expression profiling.,"Yes | evidence: Source Characteristics: Disease: amyotrophic lateral sclerosis | justification: Samples are from ALS patients, which falls within the ALS–FTD disease spectrum.","No | evidence: Source Characteristics: Organism part: muscle | justification: Samples are from skeletal muscle, not CNS or brain tissue.",No | evidence: Description: All samples were human muscle biopsies from diagnosed ALS patients and healthy controls | justification: No in vitro cell lines or disease models were used.,"Yes | evidence: Disease_state: normal, amyotrophic lateral sclerosis | justification: The study compares ALS patient samples to healthy controls (case/control design).",Yes | evidence: Organism part: muscle | justification: Muscle tissue is not a CNS region and is not directly affected by ALS–FTD neurodegeneration.,"No | evidence: Technology: Array assay | justification: The dataset uses microarray technology, which is compatible with inclusion criteria.","justification: Despite using human microarrays and an ALS case/control design, the dataset is excluded because it analyzes muscle tissue rather than CNS regions affected in ALS–FTD.",No,No,False,,,,,,,,,
als-ftd-screened_E-MTAB-1925,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Organism: Homo sapiens | justification: This is a human microarray-based transcription profiling experiment.,"No | evidence: Disease: normal, amyotrophic lateral sclerosis | justification: The study includes only ALS patients and controls, with no FTD cases or mention of FTD features.",Yes | evidence: Source Characteristics: organism part: motor cortex; Organism: Homo sapiens | justification: Samples are from post-mortem human motor cortex tissue.,"No | evidence: Samples: post-mortem brain cortex | justification: Tissue is directly from patients, not cell lines or in vitro models.",Yes | evidence: Experimental Factor: disease state design; Disease: normal vs amyotrophic lateral sclerosis | justification: The design compares ALS cases to healthy controls.,No | evidence: Organism part: motor cortex | justification: Motor cortex is a region affected in ALS-FTD.,"No | evidence: Technology: Array assay | justification: Data were generated using microarray expression profiling, which is compatible.","justification: Although the dataset meets criteria for human microarray profiling of relevant CNS tissue in a case/control ALS study, it does not include FTD samples or explicit ALS-FTD spectrum cases.",No,No,True,,,,,,,,,
als-ftd-screened_E-MTAB-1926,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: This is a human microarray-based transcription profiling study.,"Yes | evidence: Samples include fibroblasts from amyotrophic lateral sclerosis patients (SOD1 mutant and C9ORF72 expansion) | justification: ALS is part of the ALS–FTD disease spectrum, meeting the target disease criterion.","No | evidence: Cell type: fibroblast; Organism part not specified as brain or CNS | justification: Samples are patient-derived fibroblasts, not CNS tissue.",Yes | evidence: Experimental design includes in_vitro_design; Cell type: fibroblast | justification: Study uses patient-derived in vitro fibroblast cell lines rather than primary CNS tissue.,"Yes | evidence: Comparison between healthy control and ALS patient fibroblasts | justification: The design contrasts diseased versus control samples, fulfilling a case/control study design.","No | evidence: No brain or CNS tissue sampled | justification: No brain regions are involved, so there is no sampling of irrelevant CNS regions.",No | evidence: Technology: Array assay; transcription profiling by array | justification: Microarray technology is fully compatible with inclusion criteria.,"justification: Although this is a human microarray case/control study on ALS, it uses fibroblast cell lines rather than CNS tissue. It therefore fails CNS tissue sampling and involves in vitro models, leading to exclusion.",No,No,False,,,,,,,,,
als-ftd-screened_E-MTAB-1927,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: The experiment uses an array-based platform to profile human RNA expression.,"Yes | evidence: Experimental Factors > Disease: C9ORF72 amyotrophic lateral sclerosis, SOD1 D90A amyotrophic lateral sclerosis | justification: The dataset investigates ALS-relevant mutations (C9ORF72, SOD1).","No | evidence: Cell type: neuron differentiated from induced pluripotent stem cell | justification: Samples are in vitro differentiated neurons, not ex vivo human CNS tissue.",Yes | evidence: Cell type: neuron differentiated from induced pluripotent stem cell | justification: The study uses patient‐derived iPSC neuronal models rather than primary patient tissue.,"Yes | evidence: Comparison of mutant (C9ORF72, SOD1) versus control iPS neurons | justification: Design includes diseased and control groups for differential analysis.",No | evidence: Samples are iPSC-derived neurons without anatomical region specification | justification: No direct sampling of any brain region.,"No | evidence: Technology: Array assay | justification: Uses microarray, which is compatible.","justification: Although it profiles human ALS‐relevant transcriptomes by microarray in a case/control design, the dataset uses in vitro iPSC-derived neurons rather than human CNS tissue, violating inclusion criterion for clinical tissue samples.",No,No,False,,,,,,,,,
als-ftd-screened_E-MTAB-2325,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Generic.SingleColor.014850 | justification: The dataset uses human microarray expression profiling (single‐color array).,"Yes | evidence: Samples labeled disease: Sporadic Amyotrophic Lateral Sclerosis | justification: The study compares sporadic ALS patients with controls, addressing the ALS component of ALS‐FTD spectrum.",Yes | evidence: Source Characteristics: Organism part: v4 cortex | justification: Samples are from human motor cortex tissue (CNS).,No | evidence: Cell type/line: Not found; Samples are post‐mortem tissue | justification: No in vitro cell lines or disease models are used; samples are from patient tissues.,Yes | evidence: Experimental Designs: case control design | justification: The study employs a case‐control design comparing ALS patients to controls.,No | evidence: Organism part: motor cortex | justification: Motor cortex is a key CNS region affected in ALS/ALS‐FTD.,"No | evidence: Study type: transcription profiling by array | justification: Microarray technology is used, which is compatible.","justification: The dataset meets all inclusion criteria: human microarray on motor cortex, ALS cases vs controls, no cell lines or incompatible technology.",Yes,Yes,True,,,,,,,,,
