custom_id,source_list,target_disease,error,model,q1_human_microarray_expression_profiling,q2_target_disease,q3_human_cns_tissue,q4_non_clinical,q5_case_control_design,q6_irrelevant_brain_region,q7_incompatible_technology,q8_inclusion_justification,q9_include_dataset,final_include,in_actual,q7_intermediate_phenotype,q8_familial_alzheimer_disease,q9_incompatible_technology,q10_inclusion_justification,q11_include_dataset,q7_familial_disease,q8_incompatible_technology,q9_inclusion_justification,q10_include_dataset
als-ftd-screened_E-GEOD-47554,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Assays and Data: Technology: Array assay; Description: subjected total RNAs to mRNA microarrays | justification: The study performs transcription profiling by microarray on RNA samples.,"No | evidence: Title: DEG in human gastric carcinoma…; Description: orthotopic gastric cancer mouse model metastasizing to organs | justification: The dataset investigates gastric carcinoma metastasis, not ALS-FTD.",No | evidence: Source Characteristics: Organism part: xenografted tumor in stomach and ovary | justification: No samples from human brain or CNS tissue are included.,"Yes | evidence: Description: in vivo mouse model with orthotopic injection of human gastric cancer cells | justification: The dataset uses a xenograft mouse model of gastric cancer, not clinical patient tissues.",No | evidence: No experimental design indicating healthy controls versus disease cases | justification: The study compares primary versus metastatic tumor cells without a case/control design.,No | evidence: Sample sources: stomach wall and ovary tumors only | justification: No brain regions are sampled at all.,No | evidence: Technology: Array assay; Assay by Molecule: RNA assay | justification: Microarray is a compatible technology for expression profiling.,"justification: Excluded because it does not target ALS-FTD, does not use human CNS tissue, and is a non-clinical mouse xenograft model of gastric cancer.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-52390,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,"Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: The dataset uses the Infinium HumanHT-12 platform for gene expression profiling, which is a microarray-based assay on human samples.","No | evidence: Title: Integrative DNA methylation and gene expression analysis in high-grade soft tissue sarcomas; Disease field: sarcoma | justification: The study focuses on soft tissue sarcomas, not ALS or FTD.",No | evidence: Source Characteristics: no organism part specified; samples are sarcoma tissues and cell lines | justification: There is no indication that any CNS or brain tissues were profiled.,Yes | evidence: Samples include 13 representative sarcoma cell lines | justification: The inclusion of multiple tumor cell lines indicates in vitro disease models.,"No | evidence: Experimental Factors: SARCOMA SUBTYPE, TUMOR CELL LINE, AGE YRS, SEX; no control group defined | justification: The design compares sarcoma subtypes and cell lines rather than a clear case/control (disease vs healthy) framework.","No | evidence: No brain regions sampled | justification: The dataset does not profile any CNS region, so the concept of an irrelevant brain region does not apply.","No | evidence: Technology: Array assay; Assay by Molecule: RNA assay | justification: The study uses microarray technology, which is compatible with inclusion criteria.","justification: Although the assay technology is appropriate, the dataset does not study ALS-FTD or relevant CNS tissues; it focuses on soft tissue sarcomas and includes cell lines without a case/control design.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-5287,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,"Yes | evidence: Study type: transcription profiling by array; Technology: Array assay, RNA assay; Organism: Homo sapiens | justification: Affymetrix GeneChip microarray profiling of human samples","No | evidence: Title and description focus on advanced bladder cancer | justification: Disease is bladder carcinoma, not ALS-FTD",No | evidence: Samples are tumors from bladder epithelium | justification: No CNS or brain tissue involved,"No | evidence: Tumor material collected directly from 30 patients | justification: Clinical patient samples, not in vitro cell lines or models","No | evidence: Design: prognostic profiling in bladder cancer patients, no healthy control group | justification: Not a case vs control study design",Yes | evidence: Tissue sampled: bladder tumors | justification: Bladder is not a CNS region affected by ALS-FTD,No | evidence: Microarray gene expression profiling (Affymetrix) | justification: Compatible microarray technology,"justification: Dataset uses microarrays on human samples but studies bladder cancer rather than ALS-FTD CNS tissue in a case/control design, so it fails disease and tissue criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-52917,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Technology: Array assay; RNA assay on Affymetrix miRNA 3.0 arrays | justification: Dataset uses microarray-based expression profiling of non-coding RNAs,"No | evidence: Title and description reference ALS and mutation carriers, no mention of FTD or ALS-FTD spectrum | justification: Dataset focuses solely on amyotrophic lateral sclerosis, not frontotemporal dementia or the combined spectrum","No | evidence: Description: expression profiling in serum of ALS patients and controls | justification: Samples are from blood serum, not CNS tissue",No | evidence: Samples: serum from patients and controls | justification: No cell lines or in vitro models used; all samples are clinical serum specimens,"Yes | evidence: Comparisons of fALS, sALS and mutation carriers versus age- and gender-matched healthy controls | justification: Study uses case/control comparisons between patient groups and healthy controls","No | evidence: Samples are serum, not brain regions | justification: No brain tissues sampled, so irrelevant regions criterion does not apply",No | evidence: Technology: microarray (Affymetrix miRNA 3.0) | justification: Microarray profiling is compatible with inclusion criteria,"justification: Despite meeting microarray and case/control criteria, the dataset focuses on serum miRNAs in ALS only, without FTD component or CNS tissue, so it fails disease target and tissue requirements",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-59128,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Assays and Data: Technology: Array assay; Study type: transcription profiling by array | justification: Uses microarray-based transcription profiling on human samples,No | evidence: Description: study of airway epithelial cell injury response; no mention of ALS or FTD | justification: Not related to amyotrophic lateral sclerosis–frontotemporal dementia,"No | evidence: Source Characteristics: Cell type: airway epithelial cells; Organism part not CNS | justification: Samples derived from airway epithelium, not central nervous system","Yes | evidence: Description: primary airway basal cells obtained and cultured in vitro | justification: Involves patient-derived epithelial cells grown in culture, not clinical tissue samples","No | evidence: Experimental Factors: injury type, cell line id, culture condition, injury duration; no case vs control clinical groups | justification: Time-series injury model in vitro rather than a case/control clinical design","Yes | evidence: Samples from airway epithelial cells, not brain tissue | justification: Tissue source is non-neural and irrelevant to ALS-FTD pathology",No | evidence: Assays and Data: Technology: Array assay; Study type: transcription profiling by array | justification: Uses compatible microarray technology,"justification: Dataset profiles in vitro human airway epithelial cells, unrelated to ALS-FTD and not CNS tissue, thus fails disease and tissue criteria",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-60082,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,"No | evidence: Study type: transcription profiling by array; samples are orthoxenografts in nude mice | justification: Although an array assay was used, expression profiling was performed on mouse xenograft tissues, not directly on human samples","No | evidence: Disease focus: malignant peripheral nerve sheath tumors (MPNST) | justification: The study addresses MPNST in NF1 context, not ALS-FTD",No | evidence: Organism part: not reported; samples are peripheral nerve sheath tumors and mouse xenografts | justification: No human brain or CNS regions were profiled,"Yes | evidence: Use of patient‐derived MPNST orthoxenograft models in mice | justification: This is a preclinical in vivo xenograft study, not direct clinical tissue profiling",No | evidence: No case/control groups described; study tests treatment response in xenografts | justification: The design evaluates drug response in tumor models rather than comparing cases vs controls,"Yes | evidence: No CNS or ALS‐FTD–relevant brain regions sampled | justification: Samples derive from peripheral nerve sheath tumors, not brain regions affected by ALS-FTD","No | evidence: Technology: Array assay | justification: Microarray expression profiling is compatible, but sample source is not relevant","justification: The dataset is preclinical xenograft work on MPNST in mice, not human ALS-FTD CNS case/control microarray profiling; it fails multiple inclusion criteria",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-67527,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: The dataset uses microarray-based transcription profiling of human samples.,"No | evidence: Disease: SPOAN (spastic paraplegia, optic atrophy, and neuropathy) syndrome | justification: The dataset focuses on SPOAN syndrome, not ALS-FTD.","No | evidence: Source Characteristics: Organism part: Skin fibroblast | justification: Samples are skin fibroblasts, not CNS tissue.",Yes | evidence: Samples are fibroblast cell type from patients | justification: The study uses patient‐derived in vitro fibroblast cell cultures.,Yes | evidence: 4 SPOAN affected patients and 4 healthy controls | justification: The design compares affected versus healthy control fibroblasts.,No | evidence: Samples are fibroblasts (no brain region) | justification: No brain or CNS regions sampled at all.,"No | evidence: Technology: Array assay, RNA assay | justification: The study uses microarray expression profiling, which is compatible.","justification: Excluded because the disease is SPOAN, not ALS-FTD, and samples are non‐CNS fibroblasts.",No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-68240,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: Uses microarray-based expression profiling on human samples,Yes | evidence: Title: hiPSC-derived motor neurons: sporadic ALS patients vs. controls; Disease state: ALS | justification: Direct comparison of ALS patient-derived samples and controls,"No | evidence: Samples are hiPSC-derived motor neurons, not primary human CNS tissue | justification: Cells differentiated in vitro from fibroblasts rather than sourced from brain or spinal cord",Yes | evidence: hiPSC-derived motor neurons from patient fibroblasts | justification: Uses patient-derived in vitro cell lines rather than direct patient tissue,"Yes | evidence: Two-condition experiment: ALS motor neurons vs. controls, 3 replicates each | justification: Clear case/control comparison",No | evidence: No actual CNS region sampled; uses cell culture | justification: Not applicable—no brain region involved,No | evidence: Technology: Array assay; Molecule: RNA assay | justification: Microarray profiling is compatible,justification: Excluded because it uses hiPSC-derived cellular models rather than human CNS tissue,No,No,False,,,,,,,,,
als-ftd-screened_E-GEOD-7423,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: Microarray-based two-color transcription profiling was performed.,"No | evidence: Title and Description focus on hereditary motor and sensory neuropathies (HMSN1A, HMSN-LOM, CCFDN) | justification: The study investigates demyelinating peripheral neuropathies, not ALS-FTD.",No | evidence: Samples are human Schwann cell lines | justification: Schwann cells are peripheral glial cells; no CNS tissue is profiled.,"Yes | evidence: Description: analyzed human Schwann cell lines from patients and controls | justification: This is an in vitro cell-line study, not direct patient tissue.",Yes | evidence: Comparison between neuropathy patient cell lines and healthy subject cell lines | justification: Design includes diseased vs. healthy controls.,"No | evidence: No brain regions sampled; only cell lines profiled | justification: No CNS regions are involved, so no irrelevant brain region inclusion.",No | evidence: Technology: Array assay | justification: Microarray (not RNA-seq or proteomics) was used.,"justification: Dataset does not pertain to ALS-FTD, uses peripheral cell lines instead of human CNS tissue, and focuses on non-target diseases; it fails multiple inclusion criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-MEXP-2280,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: The study uses genome‐wide expression profiling on microarrays (array assay) of human samples.,Yes | evidence: Study includes 5 FTD patients | justification: Frontotemporal dementia (FTD) is one of the disease groups profiled in the study.,Yes | evidence: Organism part: medial temporal lobe; post-mortem tissue | justification: Samples are snap-frozen post-mortem human CNS tissue from the medial temporal lobe.,"No | evidence: Source Characteristics: medial temporal lobe, no cell lines mentioned | justification: All samples are patient-derived post-mortem tissue, not in vitro cell lines or disease models.",Yes | evidence: 5 FTD vs 5 control subjects; Experimental Factor: disease | justification: The study design compares disease groups against matched control subjects.,Yes | evidence: Organism part: medial temporal lobe | justification: The medial temporal lobe is not a core region affected in ALS-FTD (more relevant to AD pathology).,"No | evidence: Technology: Array assay; Assay by Molecule: RNA assay | justification: The dataset uses microarray expression profiling, which is compatible.","justification: Although it meets microarray, human CNS, case/control, and includes FTD, the sampled region (medial temporal lobe) is not a primary site of ALS-FTD pathology. Thus it fails the relevant brain region criterion.",No,No,True,,,,,,,,,
als-ftd-screened_E-MEXP-3260,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: The dataset uses human microarray gene expression profiling.,No | evidence: Disease: amyotrophic lateral sclerosis; No mention of frontotemporal dementia | justification: The study focuses solely on ALS without an FTD component.,"No | evidence: Organism part: muscle | justification: Samples are from skeletal muscle, not CNS tissue.","No | evidence: Samples: human biopsies | justification: All samples are direct human tissue biopsies, not cell lines or models.",Yes | evidence: Experimental Factor DISEASE_STATE: normal vs amyotrophic lateral sclerosis | justification: The study compares ALS patients vs healthy controls.,Yes | evidence: Organism part: muscle | justification: Muscle is not a CNS region affected by ALS-FTD.,No | evidence: Technology: Array assay | justification: The technology is compatible microarray profiling.,"justification: Although the dataset is human microarray case-control profiling in ALS, it studies skeletal muscle (not CNS) and does not include FTD, failing disease and tissue relevance criteria.",No,No,False,,,,,,,,,
als-ftd-screened_E-MTAB-1925,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Assay by Molecule: RNA assay | justification: This dataset uses an array‐based transcription profiling platform on human RNA samples.,Yes | evidence: Samples: Disease: amyotrophic lateral sclerosis (C9ORF72) and normal | justification: The study compares ALS patients (with C9ORF72 expansion) to healthy controls.,Yes | evidence: Organism part: motor cortex; post‐mortem brain cortex samples | justification: Tissue source is human CNS motor cortex.,"No | evidence: Source Characteristics: Organism part: motor cortex; no cell line mentioned | justification: Samples are post‐mortem brain tissue, not in vitro cell lines or models.",Yes | evidence: Experimental Designs: disease state design; samples: healthy control vs ALS | justification: Design compares cases (ALS) against controls (healthy).,No | evidence: Organism part: motor cortex | justification: Motor cortex is a region significantly affected in ALS.,"No | evidence: Technology: Array assay | justification: The study uses microarray technology, which is compatible.","justification: The dataset meets all inclusion criteria (human, microarray, ALS patients vs controls, relevant CNS tissue) and does not hit any exclusion criteria.",Yes,Yes,True,,,,,,,,,
als-ftd-screened_E-MTAB-1926,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay; Organism: Homo sapiens | justification: Dataset uses human samples and transcription profiling by microarray,"Yes | evidence: Disease: SOD1 mutant amyotrophic lateral sclerosis, C9ORF72 amyotrophic lateral sclerosis | justification: Samples are derived from ALS patients","No | evidence: Cell type: fibroblast; Source is in vitro fibroblasts, no CNS tissue reported | justification: Samples are fibroblasts, not CNS tissue",Yes | evidence: Cell type: fibroblast; Experimental designs include in_vitro_design | justification: Uses patient-derived fibroblast cell lines in vitro,Yes | evidence: Experimental designs: disease_state_design; Samples include controls and ALS cases | justification: The study compares control and disease groups,No | evidence: No brain regions sampled; samples are fibroblasts | justification: No brain region involved,No | evidence: Technology: Array assay; Assay by Molecule: RNA assay | justification: Microarray technology is compatible,"justification: Excluded because samples are patient-derived fibroblast cell lines rather than CNS tissue, failing the requirement for human CNS region profiling",No,No,False,,,,,,,,,
als-ftd-screened_E-MTAB-1927,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Array assay | justification: Dataset uses array-based expression profiling of human RNA,"No | evidence: Disease: C9ORF72 amyotrophic lateral sclerosis, SOD1 D90A amyotrophic lateral sclerosis | justification: Study focuses on ALS only and does not include frontotemporal dementia",No | evidence: Cell type: neuron differentiated from induced pluripotent stem cell | justification: Samples are derived in vitro and not from human CNS tissue,Yes | evidence: Cell type: neuron differentiated from induced pluripotent stem cell | justification: Study uses patient-derived iPS neurons in vitro rather than clinical tissue,Yes | evidence: Experimental factor: disease | justification: Includes ALS mutant iPS neurons (cases) and control iPS neurons,No | evidence: No human brain region sampled | justification: In vitro model; no brain regions to evaluate,"No | evidence: Technology: Array assay, RNA assay | justification: Compatible microarray platform used",justification: Excluded because it uses in vitro iPS-derived neurons and does not involve human CNS tissue or include FTD; fails key clinical tissue and disease criteria,No,No,False,,,,,,,,,
als-ftd-screened_E-MTAB-2325,als-ftd-screened,ALS-FTD,,o4-mini-2025-04-16,Yes | evidence: Study type: transcription profiling by array; Technology: Generic.SingleColor; Assay: Array assay | justification: Dataset uses human microarray (single-color) for gene expression profiling,"Yes | evidence: Title: Control and Sporadic Amyotrophic Lateral Sclerosis patients; Disease: Sporadic Amyotrophic Lateral Sclerosis | justification: Includes sporadic ALS cases, part of the ALS-FTD disease spectrum",Yes | evidence: Source Characteristics: Organism part: v4 cortex | justification: Samples derived from human motor cortex (CNS tissue),No | evidence: No cell type/line or in vitro model listed; samples are post-mortem tissues | justification: No patient-derived cell lines or experimental disease models used,Yes | evidence: Experimental Designs: case control design | justification: Study compares ALS cases to matched controls,No | evidence: Organism part: motor cortex | justification: Motor cortex is a primary region affected in ALS,"No | evidence: Assays and Data: Array assay; transcription profiling by array | justification: Technology is microarray, compatible with inclusion criteria","justification: Meets all inclusion criteria (human microarray, ALS cases in CNS tissue, case/control design) and triggers no exclusions",Yes,Yes,True,,,,,,,,,
